date,close,predict
2019-04-08,656.0,-
2019-04-09,666.0,-
2019-04-10,681.89,-
2019-04-11,686.9,-
2019-04-12,694.21,-
2019-04-15,705.0,-
2019-04-16,708.01,-
2019-04-17,698.18,-
2019-04-18,694.02,-
2019-04-19,678.5,678.5
2019-04-22,-,680.1
