date,close,predict
2019-04-15,19.24,-
2019-04-16,18.67,-
2019-04-17,18.62,-
2019-04-18,18.47,-
2019-04-19,18.89,-
2019-04-22,19.02,-
2019-04-23,18.86,-
2019-04-24,19.2,-
2019-04-25,19.5,-
2019-04-26,19.76,19.76
2019-04-29,-,20.36
