date,close,predict
2018-12-14,10.62,-
2018-12-17,10.78,-
2018-12-18,10.57,-
2018-12-19,10.54,-
2018-12-20,10.25,-
2018-12-21,10.07,-
2018-12-24,9.91,-
2018-12-25,9.79,-
2018-12-26,9.67,-
2018-12-27,9.66,9.66
2018-12-28,-,9.8
