date,Unnamed: 0,PSY,open,close,high,low,volume,MA_5,MA_10,MA_20,EMA10,EMA20,EMA30,EMA12,EMA26,DIFF,DEA,MACD,TRIX12,TRIX20,OBV,MOM25,MOM25_MA_10,UPPER,MID,LOWER,RSI12,RSI6,RSI24,KValue,DValue,JValue
2001-09-26,22,0.4,5.642,5.6370000000000005,5.699,5.624,4956.26,5.656599999999999,5.6591000000000005,5.6991000000000005,5.664244516382432,5.687103498542275,-,5.655533396969636,5.668887533430285,-0.012628269599805009,-0.011506886820037063,-0.0011213827797679453,-,-,400752.45000000024,-,-,-,-,-,51.382733931033506,45.95015099036637,-,42.522628886265586,47.353938863373116,32.86000893205053
2001-09-27,23,0.5,5.6370000000000005,5.734,5.777,5.624,8778.04,5.6594,5.6718,5.696000000000001,5.676927331585627,5.691569832014439,-,5.677952426406883,5.678904835979472,-0.00043393324341511885,-0.009292296104712675,0.008858362861297556,-,-,409530.4900000002,-,-,-,-,-,57.2796747915998,60.82309970168366,-,54.13223140495884,47.057656148565506,68.28138191774549
2001-09-28,24,0.5,5.765,5.795,5.812,5.702000000000001,17088.47,5.691599999999998,5.6842000000000015,5.69665,5.698395089479149,5.70142032420354,-,5.71139459029063,5.696765630444168,0.014999300081586675,-0.004433976867452804,0.01943327694903948,-,-,426618.9600000002,-,-,5.810768657224929,5.684210528288283,5.557652399351636,60.561415190677025,67.55952048494323,57.100766057749,69.07746138681087,55.24410722601177,96.74416970840907
2001-10-08,25,0.5,5.7810000000000015,5.715,5.809,5.662999999999999,6552.17,5.7082,5.6958,5.69345,5.701414164119304,5.702713626660346,-,5.71242470735045,5.699570918068142,0.013118318021683173,-0.0009235178896256089,0.014041835911308781,-,-,420066.7900000002,0.16100000000000048,-,5.814576146969393,5.702723386610231,5.590870626251069,54.56449180096965,53.17102027092624,54.42357939977048,72.67777789815244,65.2958235633074,87.44168656784254
2001-10-09,26,0.5,5.718,5.827000000000001,5.859,5.718,9558.52,5.7416,5.7122,5.6922000000000015,5.724247952461249,5.714550424121265,-,5.745160505250322,5.719175392211505,0.026174062138370147,0.004495998115973543,0.021678064022396602,-,-,429625.31000000023,0.06800000000000139,-,5.8606804099553536,5.728464828422766,5.596249246890178,60.53320775577854,65.51109222094593,57.345151209527224,75.57678733487955,72.44400887328096,81.84234425807674
2001-10-10,27,0.4,5.827000000000001,5.64,5.848,5.629,17548.69,5.7422,5.6994,5.68175,5.708930142922839,5.707450383728764,-,5.715114646607373,5.706994562640504,0.008255047609407207,0.005247808014660275,0.0030072395947469315,-,-,412076.6200000002,-0.04400000000000048,-,5.865883865950375,5.73555873406881,5.605233602187246,48.845654566997396,42.87464167258641,51.58413027729777,47.19858156028379,65.15104893110527,11.293646818640838
2001-10-11,28,0.4,5.626,5.585,5.702000000000001,5.57,12306.84,5.7124,5.6859,5.6743000000000015,5.686397389664141,5.695788442421263,-,5.677939033290981,5.688226168388119,-0.010190732495325427,0.0021600999126631343,-0.012350832407988562,-,-,399769.7800000002,-0.2110000000000003,-,5.901438932379524,5.719372570851657,5.53730620932379,45.996201405145435,38.214262040601646,50.04123910356768,32.7939335934625,51.85643416287528,-5.331067545363069
2001-10-12,29,0.5,5.609,5.624,5.726,5.32,20010.7,5.6782,5.684900000000002,5.6768,5.675052409725207,5.688951447904952,5.696633333333334,5.662527880922129,5.678345219405331,-0.01574847948190783,-0.0014216159662510585,-0.01432686351565677,-,-,419780.4800000002,-0.15800000000000036,-,5.865621830593505,5.694557398287962,5.5234929659824195,48.32795018109214,43.44513227836424,51.122945824950214,22.799854724003534,34.26412329258328,-0.12868241315595697
2001-10-15,30,0.5,5.609,5.515,5.624,5.452000000000001,9755.31,5.6381999999999985,5.6732,5.665850000000002,5.645951971593351,5.672384643342575,5.684915053763441,5.62037705780152,5.653215185650665,-0.03278894284821998,-0.007695081342644843,-0.02509386150557514,-,-,410025.1700000002,-0.26400000000000023,-,5.864702533050579,5.657128353538798,5.449554174027018,42.70588785798585,33.83731491929534,48.08649475517627,32.58972038013056,29.39450289919887,38.980155341993935
2001-10-16,31,0.4,5.4879999999999995,5.437,5.593,5.428999999999999,8319.91,5.5602,5.6509,5.6542,5.607960704030924,5.649967058262329,5.6689205341657996,5.567983612715372,5.619951310935178,-0.05193256607628882,-0.01654257828937364,-0.035389987786915184,-,-,401705.26000000024,-0.41500000000000004,-,5.75656259070498,5.6061636545385625,5.455764718372145,39.15046792158784,28.43702448277882,46.044387146200435,38.09523809523803,31.161604399790715,51.96250548613266
2001-10-17,32,0.4,5.435,5.343,5.438,5.296,12507.68,5.5008,5.6215,5.640300000000001,5.559786030570756,5.620732100332583,5.647893402929296,5.503702580510979,5.577343416945151,-0.07361574204594401,-0.027957211040687713,-0.0456585310052563,-,-,389197.58000000025,-0.5060000000000002,-,5.744170791566438,5.5413096567968445,5.338448522027251,35.28810325578704,23.104505610827015,43.710101627180585,22.077702387268435,30.920886954212346,4.3913332533806155
2001-10-18,33,0.3,5.343,5.318,5.415,5.297999999999999,4983.46,5.447399999999999,5.5799,5.625850000000002,5.515824934103345,5.59190047172948,5.626609957579019,5.450644700364985,5.53744442972282,-0.08678180479481501,-0.03972212979151317,-0.04705967500330184,-,-,384214.1200000002,-0.41600000000000037,-,5.6974675783466315,5.472062698186459,5.246657818026287,34.306153952140534,21.799852071073378,43.10366277636892,11.32087907018122,23.831273184229232,-13.699909157914803
2001-10-19,34,0.2,5.312,5.234,5.335,5.157,15687.54,5.3694,5.5238,5.604,5.464584036993646,5.557814712517149,5.601280282896502,5.388746214546418,5.490760671303924,-0.10200165349820622,-0.05217803453285178,-0.04982361896535444,-0.1760576401170777,-,368526.58000000025,-0.33999999999999986,-0.2125,5.594437999309427,5.399622804830187,5.204807610350947,31.130888055327883,17.756994051982527,41.10419666488161,7.741477871732397,13.713353109727356,-4.202272604257519
2001-10-22,35,0.2,5.202999999999999,5.122999999999998,5.265,5.109,9760.65,5.290999999999999,5.4646,5.5802,5.4024778484493465,5.516403787515515,5.570423490451566,5.312818724676013,5.434182106487936,-0.12135423662670863,-0.06601327495162315,-0.05534096167508548,-0.2263438844576915,-,358765.9300000002,-0.6110000000000015,-0.2897000000000002,5.532499032131575,5.3204198016538164,5.108340571176058,27.46618595996764,13.72175302756203,38.633117147641514,5.5902501953963295,8.217535712436653,0.33567916131568154
2001-10-23,36,0.2,5.624,5.635,5.635,5.47,40598.24,5.330599999999999,5.4454,5.5788,5.444754603276738,5.52769866489499,5.574589716874046,5.4048705176257235,5.465077167028253,-0.06020011712737716,-0.06485064338677396,0.004650526259396798,-0.2444338811829705,-,399364.1700000002,-0.03500000000000014,-0.3000000000000004,5.646084647726306,5.305026060383881,4.963967473041456,54.448741905638784,61.7874027004921,52.40497430506078,32.704776163309624,15.345501410146122,67.42332566963664
2001-10-24,37,0.2,5.746,5.602,5.749,5.485,40682.39,5.382399999999999,5.441599999999998,5.570500000000001,5.47334467540824,5.534774982524039,5.576358122237011,5.461193226875517,5.486142218254676,-0.02494432546833547,-0.05686937980308626,0.03192505433475079,-0.24301992379025528,-,358681.7800000002,-0.019000000000000128,-0.2975000000000003,5.744805214459019,5.339353170439001,4.9339011264189825,53.060869709022754,59.23506802438406,51.62576818073221,54.725639173756,31.00688851082066,102.16314049962668
2001-10-25,38,0.2,5.577000000000001,5.449,5.593,5.4460000000000015,16036.86,5.4086,5.427999999999999,5.5569500000000005,5.46891837078856,5.526605936569369,5.568141469189461,5.457709447768226,5.480428030830879,-0.022715250269207843,-0.05003855389631058,0.027323303627102738,-0.23880197717273122,-,342644.9200000002,-0.15800000000000036,-0.29220000000000035,5.782106228389114,5.3797678633280555,4.977429498266997,47.00135237524222,48.165462324194394,48.161282393954686,71.80248851971908,53.07763461892824,109.25219632130074
2001-10-26,39,0.2,5.421,5.468,5.484,5.3770000000000024,9002.2,5.455399999999999,5.412399999999999,5.54865,5.468751394281549,5.521024418800858,5.561680729241754,5.460649605548733,5.478516026087667,-0.017864039972187662,-0.043603651111485994,0.025739611139298332,-0.23106109869371894,-,351647.1200000002,-0.2030000000000003,-0.2967000000000003,5.776726342548635,5.414028451735852,5.05133056092307,47.80879509351064,49.569849768734755,48.608183879424125,62.083333333333364,62.87048700893616,60.50902598212777
2001-10-29,40,0.3,5.449,5.515,5.567,5.449,4587.86,5.5337999999999985,5.412399999999999,5.5428000000000015,5.477160231684904,5.520450664629347,5.558669069290673,5.476178289677667,5.484128945151103,-0.007948955068617813,-0.03647271190291236,0.028523756834294547,-0.21778005307838688,-,356234.9800000002,-0.08400000000000052,-0.27870000000000034,5.5908822421502435,5.4445489240029765,5.2982156058557095,49.869800747590425,53.32380154676333,49.726902472818104,57.552083333333336,63.81263506212861,45.03097987574279
2001-10-30,41,0.3,5.5070000000000014,5.468,5.545,5.456,3484.17,5.500400000000001,5.415499999999999,5.533200000000001,5.475494735014921,5.515455363236076,5.552819451917081,5.473841635484048,5.481647568974011,-0.007804718915092934,-0.030739113305348474,0.02293439439025554,-0.2042256161091882,-,352750.81000000023,-0.1949999999999994,-0.25670000000000026,5.575356518920437,5.464804449740267,5.354252380560098,47.81016389792339,48.951171234544155,48.6224497437404,58.54166666666668,59.39236111111114,56.84027777777774
2001-10-31,42,0.4,5.468,5.476,5.482,5.437,4762.47,5.4752,5.428799999999997,5.525150000000001,5.475586601375845,5.511697709594545,5.547863358245011,5.474458311060034,5.480778712208778,-0.00631953359526527,-0.025855197363331833,0.019535663768066563,-0.19010269346869668,-,357513.2800000002,-0.2919999999999998,-0.23530000000000023,5.520176160665077,5.47658900659361,5.433001852522143,48.207357078449384,49.792115009031676,48.824330439760175,58.95833333333334,58.350694444444464,60.1736111111111
2001-11-01,43,0.5,5.476,5.557,5.568,5.46,6643.03,5.4968,5.452699999999997,5.516300000000001,5.490389037489328,5.516012213442683,5.548452819003398,5.498041650757167,5.492505064176658,0.005537206261565508,-0.019576716638352365,0.025113922899917873,-0.1705457681599798,-,364156.31000000023,-0.16299999999999937,-0.21000000000000013,5.561436222886517,5.491884515502811,5.422332808119105,52.22353936627774,58.16535507144774,50.86417958128465,61.14583333333338,59.54861111111114,64.34027777777786
2001-11-02,44,0.5,5.5120000000000005,5.524,5.581,5.492999999999999,3435.2,5.508000000000001,5.481699999999997,5.502750000000002,5.496500121582177,5.5167729550195705,5.546875217777372,5.505458321969405,5.497350438918711,0.008108325680019846,-0.014039708174677923,0.02214803385469777,-0.1504463786160981,-,360721.1100000002,-0.10999999999999943,-0.1870000000000001,5.571337032596963,5.506037721727875,5.440738410858787,50.483681219954946,53.780487167496794,50.01663737622983,55.619959677419274,58.574708781362006,49.71046146953381
2001-11-05,45,0.5,5.468,5.452000000000001,5.5089999999999995,5.421,3690.76,5.495400000000001,5.514599999999999,5.489600000000001,5.488409190385418,5.510604102160564,5.5407542359852835,5.490184515692432,5.490373448315832,-0.00018861645959589168,-0.011269489831661516,0.011080873372065625,-0.1354582336222543,-,357030.3500000002,-0.1800000000000006,-0.1439,5.58674813020002,5.508654852640436,5.430561575080853,46.774612699525655,44.91532848303977,48.188557457272985,43.22580645161272,53.3305331541218,23.016353046594546
2001-11-06,46,0.5,5.437,5.492000000000001,5.515,5.4239999999999995,2609.31,5.500200000000001,5.500299999999998,5.472850000000001,5.489062064860797,5.508832282907178,5.537608801405588,5.490703225494594,5.490623687036473,7.976428940992264e-05,-0.008999639007447229,0.009079403296857151,-0.12141651488072336,-,359639.6600000002,-0.16799999999999926,-0.15719999999999992,5.580306257623792,5.5067193022581264,5.433132346892461,49.043582841237495,50.36939117406527,49.26356505983349,37.63938669852623,45.49505094251942,21.928058210539845
2001-11-07,47,0.5,5.468,5.287999999999999,5.468,5.2810000000000015,9325.38,5.462600000000003,5.4689,5.455250000000001,5.452505325795197,5.487800636916018,5.5215050077665175,5.432788018210425,5.459450812107785,-0.026662632589297353,-0.012532237723817254,-0.014130394865480098,-0.12180539857272743,-,350314.2800000002,-0.3490000000000011,-0.1902,5.667570718662707,5.479649032846467,5.2917273470302275,39.64159285554716,31.36412490748634,44.36488787042745,25.245121465551208,35.370104871896736,4.995154652860151
2001-11-08,48,0.5,5.21,5.265,5.295,5.153,7402.16,5.404200000000001,5.4505,5.439250000000001,5.418413448377889,5.466581528638302,5.504956297588032,5.384848584436018,5.429535302552741,-0.04468660289667792,-0.018963110758389388,-0.02572349213828853,-0.1320349196212267,-,342912.1200000002,-0.4690000000000003,-0.2213,5.647684763373785,5.433722523714554,5.219760284055322,38.728418746742975,29.84078634927355,43.85188204617623,27.24743279104621,30.043980318374565,21.654337736389508
2001-11-09,49,0.5,5.265,5.335,5.3870000000000005,5.209,3760.76,5.366400000000001,5.4372,5.424800000000001,5.403247366854636,5.454049954482273,5.493991375162998,5.370606131740012,5.414991409852319,-0.04438519581227407,-0.024047527769166323,-0.020337668043107746,-0.14253601236008384,-,346672.88000000024,-0.45999999999999996,-0.24699999999999997,5.570691291268581,5.390653073103746,5.21061485493891,43.08166695662846,40.41093885157596,45.84076417396588,23.674974039459773,25.38917609868575,20.246569921007826
2001-11-12,50,0.4,5.374,5.249,5.374,5.237,2683.33,5.325800000000002,5.4106000000000005,5.411500000000001,5.375202391062884,5.434521387388723,5.4781854799911915,5.335861522671437,5.389454269875039,-0.05359268841786502,-0.02995655989890606,-0.02363612851895896,-0.15771709255737454,-,343989.5500000002,-0.4660000000000002,-0.28519999999999995,5.523893994864252,5.347869451121138,5.171844907378024,39.33596574973065,33.06639197120653,43.84952884146713,30.373831775700907,27.09874620206898,36.92400292296476
2001-11-13,51,0.5,5.199,5.256,5.265,5.188,2673.81,5.278600000000002,5.3894,5.402450000000001,5.353529229051451,5.417519350494559,5.463850932894986,5.313043944765313,5.368922843740418,-0.055878856985294156,-0.03514101931618368,-0.020737837669110477,-0.1737870576225431,-,346663.3600000002,-0.5710000000000006,-0.3228000000000001,5.37239568795687,5.310162577798636,5.247929467640401,39.800716504468795,34.23387124720593,44.05592794661374,29.6728971962617,27.90723433714081,33.20422291450348
2001-11-14,52,0.5,5.256,5.2570000000000014,5.312,5.256,769.0,5.272400000000002,5.3675000000000015,5.398150000000001,5.335978460133005,5.402231793304601,5.4505057114178905,5.2970313891180805,5.351703944703432,-0.05467252559262814,-0.039047320571472574,-0.015625205021155567,-0.18872530847692248,-,347432.3600000002,-0.38299999999999823,-0.3318999999999999,5.344055208650936,5.280637860866815,5.217220513082694,39.87250460299041,34.42993340354727,44.08656563112096,23.598130841121645,27.88161993769477,15.031152647975397
2001-11-15,53,0.5,5.2570000000000014,5.2620000000000005,5.2810000000000015,5.234,2193.45,5.271800000000002,5.338000000000001,5.395350000000001,5.322527831017913,5.388876384418449,5.438344052616737,5.287022420798629,5.33790333782598,-0.050880895603977905,-0.04141403557797364,-0.009466860026004262,-0.2010549555231833,-,349625.81000000023,-0.3229999999999995,-0.34789999999999993,5.3242449437873836,5.260502963899672,5.19676098401196,40.26108156511473,35.58218869639834,44.245871694291196,26.15832773962606,26.47645192566982,25.522079367538538
2001-11-16,54,0.6,5.6560000000000015,5.3260000000000005,5.6560000000000015,5.31,9954.7,5.270000000000001,5.318200000000001,5.399950000000002,5.3231591344692015,5.382888157330978,5.431096049222108,5.298158871999021,5.336072055083522,-0.03791316778209186,-0.04071386201879729,0.0028006942367054255,-0.2060722910400825,-,359580.51000000024,-0.29799999999999915,-0.3666999999999999,5.312681637746181,5.25607068474244,5.199459731738699,45.20575289345622,49.274099671164336,46.28980282623856,29.601066943034876,26.452508507927547,35.89818381324953
2001-11-19,55,0.7,5.335,5.476,5.481,5.327000000000001,3734.61,5.315400000000002,5.3206000000000016,5.417600000000002,5.350948382747529,5.391755951870885,5.433993078304553,5.348970622856444,5.357599431224519,-0.008628797437782332,-0.0342968491025943,0.025668051664811967,-0.1956009927997826,-,363315.1200000002,-0.0389999999999997,-0.3525999999999998,5.449483345467848,5.280497665601157,5.111511985734466,54.77646816932692,68.25251535417522,50.709076286792175,42.90628237938853,32.888559020683175,62.941729096799236
2001-11-20,56,0.7,5.499,5.527,5.551,5.452000000000001,8069.08,5.369600000000001,5.324100000000001,5.412200000000001,5.382957767702523,5.404636337406991,5.4399935248655495,5.399836159183175,5.383661057189977,0.016175109800548704,-0.024202457321965697,0.040377567122514404,-0.17222525065946348,-,371384.20000000024,0.08999999999999986,-0.32679999999999987,5.551498657191319,5.3283337854036255,5.105168913615932,57.52803023559305,72.45690614203617,52.10714081591953,57.65407554671958,43.38714162304768,86.18794339406338
2001-11-21,57,0.7,5.5429999999999975,5.496,5.546,5.452000000000001,5114.42,5.4174000000000015,5.344900000000002,5.406900000000001,5.403510900847519,5.413337638606325,5.443606845841965,5.427311542273697,5.400943971468442,0.026367576381933766,-0.014088450581185803,0.04045602696311957,-0.1438899739306887,-,366269.78000000026,0.15300000000000047,-0.27659999999999973,5.588807937855961,5.380717188421922,5.1726264389878835,55.2970442925763,66.07428602380101,51.18629091785461,68.12685142705008,56.22906978438609,91.92241471237806
2001-11-22,58,0.7,5.5020000000000024,5.487,5.515,5.454,4198.79,5.4624000000000015,5.3671000000000015,5.408800000000001,5.418690737057061,5.420353101596199,5.446406404174741,5.444365387338355,5.414183360473298,0.03018203084839932,-0.005234354295268778,0.0354163851436681,-0.11439678688822674,-0.15734031408581872,362070.9900000003,0.16900000000000048,-0.21279999999999966,5.5664073210846325,5.42584502172944,5.285282722374248,54.62609933016933,64.10691552864914,50.913713048393475,68.01824381347228,64.59972359574734,74.85528424892217
2001-11-23,59,0.6,5.47,5.465,5.5070000000000014,5.434,3960.9,5.4902,5.380100000000002,5.4086500000000015,5.427110603046686,5.424605187158466,5.4476059910021775,5.450260990955967,5.4220013050158675,0.028259688785344572,0.0014644543208538925,0.02679523446449068,-0.08712247930466877,-0.14880509772855488,358110.09000000026,0.23099999999999987,-0.14369999999999966,5.499407942916922,5.457125085870697,5.4148422288244715,52.91401777167939,58.95754128767393,50.231412222,62.9629629629628,66.36935273449508,56.15018341989824
2001-11-26,60,0.6,5.468,5.407,5.468,5.39,3100.99,5.476400000000001,5.395900000000003,5.403250000000001,5.423454129765471,5.422928502667184,5.444986249647198,5.4379007078256905,5.419693411936503,0.01820729792150555,0.004813023040984224,0.013394274880521325,-0.06650206674198023,-0.14074921688446151,355009.10000000027,0.2840000000000016,-0.0686999999999995,5.548751638822105,5.468735640421798,5.388719642021491,48.53873074749924,47.01114400698344,48.445408072118205,54.69072791347656,61.89064489663724,40.29089394715518
2001-11-27,61,0.6,5.402,5.468,5.479,5.402,2569.48,5.464600000000003,5.417100000000002,5.403250000000001,5.431553378899022,5.42722102622269,5.446471007734476,5.446500505589779,5.427125194715503,0.01937531232593237,0.007725480897973853,0.011649831427958517,-0.046901130507892574,-0.13217948090124,357578.58000000025,-0.16699999999999982,-0.028299999999999416,5.535308051839998,5.473229392060663,5.411150732281328,52.99780169611078,57.8023294154857,50.381542818223934,51.877843939455126,56.510511605298184,42.612508607769016
2001-11-28,62,0.6,5.476,5.476,5.529,5.452000000000001,3773.62,5.460600000000001,5.439000000000003,5.403250000000001,5.439634582735563,5.43186664277291,5.448376104009671,5.454928932564128,5.434644395528502,0.02028453807252273,0.010237292332883629,0.0100472457396391,-0.028458614280246763,-0.12320387204141081,361352.20000000024,-0.12600000000000033,-0.0025999999999996247,5.5318206989278425,5.476098530987613,5.420376363047384,53.57334760566436,59.112759368183795,50.63524765419493,48.140792081016,51.56978797798259,41.28280028708282
2001-11-29,63,0.5,5.47,5.442,5.499,5.438,3046.18,5.451600000000001,5.4570000000000025,5.3975,5.440064658601824,5.432831724413585,5.44796474246066,5.45123495183152,5.435776026985655,0.015458925586504968,0.011281618983607897,0.004177306602897071,-0.01407497012042569,-0.11457843973126103,358306.02000000025,-0.006999999999999673,0.02900000000000036,5.524553134327547,5.474551534353463,5.424549934379378,50.69524345883396,51.03061968531052,49.512523954063866,51.58880043127554,50.535812150582245,53.69477699266213
2001-11-30,64,0.5,5.442,5.521,5.537999999999999,5.437,4070.97,5.4628000000000005,5.4765000000000015,5.39735,5.454780175219675,5.441228703040863,5.4526766945599725,5.4711678227368,5.4488874074494005,0.022280415816427812,0.01348137835017188,0.008799037466255932,0.0022868493208871854,-0.10509357328515323,362376.9900000002,0.052999999999999936,0.06410000000000027,5.554594325047437,5.479044076867929,5.403493828688421,56.604575539939184,64.54625931630274,52.088215647303635,60.22754131811042,53.31904461013401,74.04453473406325
2001-12-03,65,0.5,5.523,5.651,5.6670000000000025,5.521,16037.05,5.5116000000000005,5.4940000000000015,5.4073,5.490456506997916,5.461206921798875,5.465471746523845,5.522548444812,5.479981652457185,0.042566792732692704,0.019298461226676045,0.02326833150601666,0.027525334336764296,-0.09307712818608094,378414.0400000002,0.13600000000000012,0.08160000000000026,5.652099064394342,5.503685587917303,5.355272111440264,64.28820014325697,77.05283733461309,55.94728483561282,75.64319068547174,62.48651081161925,101.95655043317673
2001-12-04,66,0.5,5.662999999999999,5.657,5.6670000000000025,5.595,6894.99,5.5494,5.5070000000000014,5.41555,5.520737142089204,5.4798538816275535,5.477828408038436,5.560963174865714,5.507215244386849,0.05374793074877804,0.026188355131096446,0.027559575617681593,0.056819542916475285,-0.07930636943266345,385309.0300000002,0.18900000000000006,0.09150000000000028,5.719074251773176,5.541019878055458,5.36296550433774,64.60375570609077,77.49257273786564,56.1175096188113,90.66005934629322,75.51026378329182,120.95965047229603
