date,Unnamed: 0,PSY,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,MA_5,MA_10,MA_20,EMA10,EMA20,EMA30,EMA12,EMA26,DIFF,DEA,MACD,TRIX12,TRIX20,OBV,MOM25,MOM25_MA_10,UPPER,MID,LOWER,RSI12,RSI6,RSI24,KValue,DValue,JValue
2017-04-10,184,0.4,16.12,16.12,15.97,15.94,161540.23,-0.13,-0.81,16.067999999999998,16.003,16.07,227679.61,213044.09,218028.16,16.06800000000002,16.002999999999982,16.069499999999998,16.032645341703674,16.101166472752457,16.177616063146747,16.029447368775415,16.041756906220364,-0.012309537444949115,-0.043166411417141046,0.03085687397219193,-0.12610304704540054,-0.09808480895918681,2347119.5500000003,-0.4399999999999995,-0.6699999999999994,16.170711799922987,16.033657066328054,15.89660233273312,42.288033320526594,42.946734128470396,42.542685392338356,70.13888888888911,77.7008856682772,55.01489533011295
2017-04-11,185,0.3,15.97,15.99,15.89,15.81,186113.75,-0.08,-0.5,16.044,15.996,16.053,216528.12,211753.45,219135.66,16.04400000000002,15.995999999999983,16.0525,16.006709825030278,16.081055380109365,16.15906018810502,15.989605263411011,16.01840968987877,-0.02880442646775805,-0.04029401442726445,0.0114895879595064,-0.11912580205767354,-0.09852654818344186,2161005.8000000003,-0.46000000000000085,-0.6479999999999995,16.2237239227357,16.025895714431677,15.82806750612765,39.1782315401591,36.730607930765146,40.919487451760006,55.55555555555568,69.71296296296315,27.240740740740733
2017-04-12,186,0.2,15.88,15.96,15.89,15.75,222105.41,0.0,0.0,15.99,15.981,16.03,198876.66,214966.63,221265.86,15.990000000000016,15.980999999999984,16.029999999999998,15.985489856842955,16.06285962962276,16.141701466291792,15.961146616722152,15.998654352974343,-0.03750773625219139,-0.03973675879224984,0.0022290225400584465,-0.11421637941364526,-0.09901897949388117,2161005.8000000003,-0.5199999999999996,-0.6129999999999993,16.189288205060194,16.00039670180832,15.811505198556446,39.17823154015912,36.73060793076515,40.919487451760006,40.972222222222236,55.55555555555568,11.805555555555358
2017-04-13,187,0.2,15.88,15.89,15.75,15.73,234266.5,-0.14,-0.88,15.92,15.955,16.005,201059.07,225180.31,224484.69,15.920000000000016,15.954999999999988,16.0045,15.942673519235145,16.033063474420594,16.116430403950385,15.900819011944394,15.960399837132137,-0.05958082518774255,-0.043705572071348384,-0.015875253116394164,-0.11361655453548947,-0.1001922095398955,1926739.3000000003,-0.6799999999999997,-0.5939999999999996,16.18171688379688,15.952631746782345,15.723546609767808,33.974826451819986,26.91388369533002,38.14615334153006,25.694444444444372,40.74074074074076,-4.398148148148408
2017-04-14,188,0.2,15.76,15.78,15.51,15.42,401565.53,-0.24,-1.52,15.802,15.919,15.968,241118.28,241890.07,235112.81,15.802000000000017,15.918999999999983,15.967999999999998,15.864005606646936,15.983247905428156,16.07730586176004,15.789156437103138,15.891107554496424,-0.10195111739328588,-0.055354681135735884,-0.04659643625755,-0.1206794891998264,-0.10302570052967974,1525173.7700000003,-0.8800000000000008,-0.5939999999999996,16.192178418830714,15.86761101442761,15.543043610024505,27.215157495253788,17.36606236732986,34.02146083704298,17.73504273504263,28.133903133903075,-3.062678062678259
2017-04-17,189,0.3,15.53,15.6,15.56,15.3,367394.47,0.05,0.32,15.72,15.894,15.932,282289.13,254984.37,243964.26,15.720000000000017,15.893999999999984,15.931499999999994,15.808731859983856,15.942938581101664,16.043931290033584,15.723683169359385,15.840167930727743,-0.11648476136835839,-0.06758069718226038,-0.04890406418609801,-0.13040620618417487,-0.10667307751036637,1892568.2400000002,-0.6599999999999984,-0.5719999999999994,16.092760232854058,15.772260622868338,15.451761012882615,30.363988773801903,24.09773028484193,35.53674889397963,15.559116809116682,19.662867996201225,7.351614434947599
2017-04-18,190,0.2,15.5,15.52,15.3,15.3,228899.8,-0.26,-1.67,15.602,15.823,15.887,290846.34,253687.23,244629.07,15.602000000000016,15.822999999999988,15.886499999999998,15.71623515816861,15.881706335282459,15.995935722934643,15.602630835256704,15.757065172154244,-0.15443433689753938,-0.08495142512531619,-0.0694829117722232,-0.14655753699228669,-0.11212205322228552,1663668.4400000002,-0.9299999999999997,-0.5949999999999994,16.06180264853422,15.655571187417479,15.249339726300741,24.380627481869087,15.976392841050217,31.598963116870642,13.475783475783388,15.589981006647562,9.247388414055038
2017-04-19,191,0.1,15.25,15.27,15.11,15.11,244554.06,-0.19,-1.24,15.446,15.718,15.835,295336.07,247106.37,249347.87,15.446000000000017,15.717999999999984,15.835,15.606010583956134,15.808210493826987,15.938778579519505,15.461879168040502,15.657516684130513,-0.19563751609001123,-0.1070886433182552,-0.08854887277175603,-0.16939691835876625,-0.11968965080164651,1419114.3800000001,-1.2300000000000004,-0.6749999999999995,15.955909645836128,15.514348778003594,15.07278791017106,21.070596559829475,12.33186237479388,29.136992981291293,9.629629629629544,12.888176638176533,3.1125356125355665
2017-04-20,192,0.1,15.12,15.14,14.91,14.9,410614.06,-0.2,-1.32,15.278,15.599,15.781,330605.58,265832.33,254316.27,15.278000000000016,15.598999999999982,15.7805,15.47946320505502,15.722666637272036,15.872405767937602,15.304199405743216,15.542514117341204,-0.23831471159798845,-0.13333385697420186,-0.10498085462378659,-0.19883476056247185,-0.1296087267220858,1008500.3200000001,-1.3500000000000014,-0.7609999999999998,15.837576151429499,15.349740113399179,14.861904075368859,18.228702496670618,9.573303178981657,26.840036090732262,0.27322404371574865,7.7928790497095575,-14.766085968271868
2017-04-21,193,0.2,14.92,15.07,15.05,14.85,226883.58,0.14,0.94,15.186,15.494000000000002,15.744000000000002,295669.19,268393.74,243754.73,15.186000000000012,15.493999999999991,15.744000000000005,15.401378985954107,15.658603148008034,15.819347331296466,15.231571004102298,15.466742714673327,-0.23517171057102892,-0.15370142769356726,-0.08147028287746166,-0.22661184174378457,-0.1401844867653601,1235383.9000000001,-1.1899999999999977,-0.8339999999999999,15.655787574777394,15.205614274812987,14.75544097484858,25.864332186851563,23.877014523068706,30.823389500900834,6.121177260090047,5.341343644478443,7.680844491313254
2017-04-24,194,0.2,15.05,15.11,15.0,14.91,176278.03,-0.05,-0.33,15.074000000000002,15.397,15.7,257445.91,269867.52,241455.8,15.074000000000012,15.396999999999988,15.700000000000005,15.328400988507905,15.595879038673935,15.766486213148307,15.16540786007307,15.394936143185122,-0.2295282831120513,-0.16886679877726407,-0.06066148433478724,-0.2520221407299794,-0.15114173460144542,1059105.87,-1.2899999999999991,-0.9189999999999998,15.353373615097441,15.092115122410519,14.830856629723597,24.95639389992598,22.361120478947623,30.210394230206717,10.625681764594557,5.673361022800115,20.530323248183443
2017-04-25,195,0.3,15.02,15.1,15.05,14.99,129759.19,0.05,0.33,15.024,15.313,15.655,237617.78,264232.06,237992.76,15.024000000000012,15.312999999999988,15.654500000000004,15.277782626961013,15.543890558800227,15.720261296170996,15.13243418576648,15.341869044233565,-0.20943485846708576,-0.1769804107152284,-0.03245444775185735,-0.27241885091613405,-0.16172651637468283,1188865.06,-1.1499999999999986,-0.9879999999999995,15.15120759964124,15.017581254929297,14.883954910217355,27.724205321700783,27.857318246459446,31.629225127223087,16.762714131135155,11.169857718606584,27.948426956192296
2017-04-26,196,0.3,15.06,15.11,15.05,15.0,149398.7,0.0,0.0,15.012,15.229,15.605,218586.71,256961.39,235964.01,15.012000000000011,15.22899999999999,15.605000000000004,15.236367603877193,15.496853362724014,15.6770186319019,15.108881561261772,15.296966114351479,-0.18808455308970728,-0.17920123919012418,-0.008883313899583106,-0.2875616237656753,-0.17164488202678907,1188865.06,-1.0899999999999999,-1.0449999999999995,15.085965819621595,14.976860366041208,14.867754912460821,27.724205321700783,27.857318246459446,31.629225127223094,18.083219696122907,15.157205197284204,23.935248693800308
2017-04-27,197,0.4,15.05,15.25,15.21,15.03,228876.45,0.16,1.06,15.072,15.175,15.565,182239.19,256422.39,240801.35,15.072000000000012,15.174999999999994,15.565000000000005,15.23157349408134,15.469533994845536,15.646888397585649,15.137772543758409,15.28358671214356,-0.14581416838515082,-0.1725238250291295,0.026709656643978674,-0.29389935919366117,-0.17983151873434133,1417741.51,-0.7899999999999991,-1.0559999999999996,15.122847622670276,14.979515839729451,14.836184056788627,36.62570253251816,45.602316736131,36.151990362498594,29.578715191618453,21.47488300629217,45.786379562271016
2017-04-28,198,0.4,15.15,15.22,15.21,15.08,157185.09,0.0,0.0,15.104,15.145,15.532,168299.49,231984.34,236937.21,15.104000000000017,15.144999999999992,15.532000000000002,15.227651040612006,15.444816471526913,15.618702049354317,15.158408959827435,15.27226567950609,-0.11385671967865463,-0.16079040395903452,0.04693368428037989,-0.29343793874399005,-0.18638233470077425,1417741.51,-0.5699999999999985,-1.0249999999999992,15.187666071445697,15.010759316342202,14.833852561238707,36.62570253251816,45.602316736131,36.151990362498594,41.078906542556105,29.580280476765818,64.07615867413668
2017-05-02,199,0.3,15.21,15.22,15.16,15.13,126075.09,-0.05,-0.33,15.136,15.105,15.5,158258.9,207852.41,231418.39,15.136000000000017,15.104999999999993,15.499500000000005,15.215350851409823,15.417691093286255,15.589108368750813,15.158863542733883,15.254994036505153,-0.0961304937712697,-0.14785842192148155,0.05172792815021185,-0.28897353739004705,-0.19167094868398626,1291666.42,-0.7200000000000006,-1.0309999999999995,15.193291895507638,15.048185038326224,14.90307818114481,35.02159580764113,41.05776075117901,35.35616902756334,58.51362236436871,43.05708136618108,89.42670436074397
2017-05-03,200,0.3,15.16,15.16,15.08,15.05,142479.44,-0.08,-0.53,15.142,15.083,15.453,160802.95,199210.37,226448.8,15.142000000000017,15.082999999999993,15.453000000000005,15.190741605698946,15.385530036782802,15.556262667541082,15.136331101952774,15.228071877042822,-0.09174077509004874,-0.13663489255519498,0.04489411746514624,-0.28317646370121796,-0.1961638390913678,1149186.98,-0.8800000000000008,-1.0259999999999996,15.204934296885165,15.072631613612423,14.94032893033968,32.53446030914657,34.463512175264405,34.10280603162025,61.680289031035336,53.75760597932004,77.52565513446594
2017-05-04,201,0.3,15.07,15.07,14.98,14.9,194777.88,-0.1,-0.66,15.128,15.07,15.394,169878.79,194232.75,220669.56,15.128000000000016,15.069999999999993,15.394000000000002,15.15242495011732,15.346908128517773,15.51908443092553,15.09166507282341,15.189906972882389,-0.09824190005897826,-0.12895629405595163,0.03071439399697337,-0.2782540460238292,-0.20033318787826548,954409.1,-1.0599999999999987,-1.0089999999999995,15.247989098059142,15.072080030638254,14.896170963217367,29.661948847479707,27.7726928239531,32.59562838739388,54.60317460317464,58.26569533285956,47.278133143804794
2017-05-05,202,0.3,14.95,14.98,14.92,14.52,401945.78,-0.06,-0.4,15.07,15.071,15.335,204492.66,193365.92,229599.13,15.070000000000016,15.070999999999993,15.335000000000004,15.110165868277807,15.306250211516081,15.480433822478721,15.04261790915958,15.148382823208175,-0.10576491404859567,-0.12431801805448044,0.018553104005884766,-0.274597514228514,-0.2043212891697621,552463.32,-1.0900000000000016,-0.9829999999999994,15.263953954324577,15.047805856944393,14.831657759564209,28.04141573019974,24.366663847014088,31.71799190362286,48.26484018264839,54.84943460561945,35.09565133670628
2017-05-08,203,0.2,14.78,14.9,14.86,14.51,435685.75,-0.06,-0.4,15.0,15.052,15.273,260192.79,214246.14,241319.94,15.000000000000016,15.051999999999992,15.273,15.06468116495457,15.263750191371694,15.440405833931706,14.990441363685413,15.104016235022302,-0.1135748713368887,-0.12216938871096208,0.00859451737407338,-0.27238518762611186,-0.20823638472471373,116777.56999999995,-1.0099999999999998,-0.9649999999999996,15.221588440918936,15.005440343538226,14.789292246157515,26.464150438323884,21.24072216179998,30.851207897914513,44.863939281747456,49.243984689190164,36.10384846686203
2017-05-09,204,0.2,14.69,14.84,14.76,14.66,192254.92,-0.1,-0.67,14.92,15.028,15.213,273428.75,215843.83,242855.67,14.92000000000002,15.027999999999993,15.2125,15.009284589508283,15.215773982669628,15.396508683355467,14.92460097406101,15.051090660403487,-0.12648968634247737,-0.12303344823726514,-0.003456238105212228,-0.27258537229927216,-0.21237549328918526,-75477.35000000006,-1.0500000000000007,-0.9409999999999998,15.162479578576281,14.94633148119636,14.730183383816438,24.008804669565215,16.903660814108285,29.451477336678195,45.291867209675324,46.140215558023726,43.59517051297851
2017-05-10,205,0.1,14.76,14.85,14.61,14.55,283594.12,-0.15,-1.02,14.826,14.984000000000002,15.149,301651.69,231227.32,247729.69,14.826000000000016,14.983999999999993,15.148500000000002,14.936687391415868,15.158081222415378,15.345766187655114,14.83471498147215,14.98323055880295,-0.1485155773307998,-0.12812987405597207,-0.02038570327482772,-0.2768229474523265,-0.21722461887565547,-359071.4700000001,-1.4000000000000021,-0.9660000000000002,15.126724925177427,14.86638668365135,14.606048442125271,20.844198167825006,12.360678066346384,27.498673238858718,31.531531531531403,40.562446007651396,13.469702579291422
2017-05-11,206,0.2,14.57,14.79,14.75,14.55,273129.09,0.14,0.96,14.78,14.954,15.092,317321.93,243600.36,250280.88,14.780000000000019,14.95399999999999,15.091500000000002,14.902744229340255,15.119216344090104,15.3073296594193,14.810510701051536,14.947348934371727,-0.13683823332019074,-0.1298715459088158,-0.006966687411374933,-0.2790177241538294,-0.22155038882026856,-85942.38000000006,-1.4100000000000001,-0.9980000000000002,15.01028524741077,14.798247514917307,14.586209782423843,30.210432557561933,32.63737977488301,31.896529389467076,27.033371399568477,34.61892338025841,11.86226743818861
2017-05-12,207,0.2,14.75,15.23,15.21,14.73,457334.25,0.46,3.12,14.838,14.954,15.065,328399.63,266446.14,261434.26,14.838000000000019,14.95399999999999,15.0645,14.958608914914755,15.127862406557712,15.30105032655354,14.924650500751097,14.98775679062223,-0.06310628987113276,-0.1165184947012792,0.05341220483014644,-0.2680012935717957,-0.22269427803176534,371391.86999999994,-0.8900000000000006,-1.0080000000000005,15.20925252525707,14.804599587542008,14.399946649826946,50.995000975094406,64.77293493961224,43.621723980819986,48.179517545714646,35.58147349227152,73.3756056526009
2017-05-15,208,0.3,15.27,15.43,15.27,15.16,299658.19,0.06,0.39,14.92,14.96,15.053,301194.11,280693.45,256338.9,14.92000000000002,14.95999999999999,15.0525,15.015225475839346,15.141399320218882,15.299047079679118,15.023321786250783,15.031178822834194,-0.007857036583411414,-0.09478620307770565,0.08692916649429423,-0.24721300280461378,-0.2209250350322045,671050.0599999999,-0.8300000000000018,-1.0340000000000007,15.408679279302355,14.87411403538777,14.339548791473185,52.98726987855286,67.22055023949504,44.91258658551674,71.21124492526813,48.8080446235171,116.01764552877019
2017-05-16,209,0.3,15.23,15.29,15.27,15.08,248753.95,0.0,0.0,15.022,14.970999999999998,15.038,312493.92,292961.34,250406.87,15.022000000000016,14.970999999999993,15.038,15.061548116595828,15.15364700400756,15.29717307453853,15.093801275893416,15.067920542398165,0.025880733495251107,-0.0706528157631143,0.09653354925836541,-0.220856743322273,-0.21684231029094336,671050.0599999999,-0.7000000000000011,-1.0320000000000007,15.539565645226835,14.972411345233269,14.405257045239702,52.98726987855286,67.22055023949504,44.91258658551674,87.47987117552327,68.95687788216868,124.52585776223245
2017-05-17,210,0.3,15.24,15.26,15.21,15.07,334344.12,-0.06,-0.39,15.142,14.984000000000002,15.034,322643.92,312147.81,255679.09,15.142000000000017,14.983999999999993,15.033499999999998,15.08853936812386,15.15901395600684,15.291549005213465,15.12700091135244,15.089778920490755,0.03722199086168487,-0.04907785443815446,0.08629984529983933,-0.19337682446312066,-0.21128248359373325,336705.93999999994,-0.6799999999999997,-1.0120000000000007,15.46013319529197,15.064476778686362,14.668820362080755,50.541944583119836,61.1066587377074,43.82011892060032,80.43478260869558,79.70863290316233,81.88708201976212
2017-05-18,211,0.3,15.1,15.14,15.01,14.95,306579.28,-0.2,-1.31,15.194,14.987,15.029000000000002,329333.96,323327.95,258780.35,15.194000000000017,14.986999999999993,15.028499999999998,15.07425948301043,15.144822150672855,15.27338455326421,15.093572079537457,15.077505240415254,0.01606683912220319,-0.03604891572608293,0.05211575484828612,-0.17100232284179562,-0.20568156951703553,30126.659999999916,-0.8800000000000008,-0.9940000000000009,15.305033967264656,15.113367590451155,14.921701213637654,43.279044534872284,44.80581630001159,40.40186668688159,71.01449275362314,79.64304884594732,53.75738056897481
2017-05-19,212,0.4,15.04,15.08,15.02,14.91,286106.25,0.01,0.07,15.156,14.997,15.034,295088.36,311743.99,252554.96,15.156000000000017,14.996999999999995,15.033999999999995,15.064394122463078,15.13293432679925,15.257037162731034,15.072551485383897,15.06865828035137,0.003893205032527547,-0.028060491574360837,0.031953696606888383,-0.15229734662279837,-0.1999627570458351,316232.9099999999,-0.7300000000000004,-0.9580000000000007,15.35995132312631,15.12548170888806,14.89101209464981,43.720177390563016,45.67531705375326,40.64344206772295,61.28129117259545,70.91018884497139,42.02349582784359
2017-05-22,213,0.5,15.02,15.06,15.04,14.93,302272.44,0.02,0.13,15.11,15.015,15.034,295611.21,298402.66,256324.4,15.110000000000017,15.014999999999993,15.033499999999995,15.05995882746979,15.124083438532654,15.243034765135484,15.063251060988497,15.064249314143467,-0.0009982531549699303,-0.022648043890482656,0.021649790735512726,-0.13598157732790384,-0.19402082449464508,618505.3499999999,-0.47000000000000064,-0.9040000000000008,15.334206049260674,15.117688151614487,14.901170253968301,44.65922935717667,47.65441789563287,41.14134393889277,54.479578392621725,62.258454106280105,38.92182696530496
2017-05-23,214,0.6,15.0,15.57,15.43,14.98,754004.25,0.39,2.59,15.142,15.082,15.055,396661.27,354577.59,285210.71,15.142000000000017,15.081999999999995,15.054999999999994,15.127239040657102,15.153218349148592,15.255097038352549,15.168036472134641,15.120518650429087,0.0475178217055543,-0.008614870771275266,0.05613269247682956,-0.11232688336263452,-0.18573987627276134,1372509.5999999999,-0.13000000000000078,-0.8120000000000008,15.470121878942168,15.14728445855664,14.824447038171114,59.15642075085448,71.74304176252026,49.722853458114145,65.12180629827672,60.294225287831296,74.77696831916757
2017-05-24,215,0.7,15.38,15.52,15.47,15.21,704390.25,0.04,0.26,15.194,15.168,15.076,470670.49,396657.21,313942.26,15.194000000000017,15.167999999999996,15.075999999999995,15.189559215083083,15.183388030182059,15.268961745555611,15.254311765810458,15.174285011901535,0.080026753908923,0.009113454164764386,0.07091329974415861,-0.08433073948976855,-0.1755408238719447,2076899.8499999999,0.16999999999999993,-0.6550000000000006,15.630600064656132,15.21134357991101,14.792087095165886,60.31947513632831,73.2576758801043,50.49531775282979,76.68385536032582,65.42841335040809,99.19473938016128
2017-05-25,216,0.6,11.75,12.93,12.93,11.72,2223734.25,1.18,10.04,14.778,14.986,14.97,854101.49,591717.72,417659.04,14.778000000000016,14.985999999999995,14.969999999999995,14.778730266886159,14.968779646355197,15.11806098777783,14.590222689864612,14.829010394685914,-0.23878770482130207,-0.04046677763244891,-0.19832092718885316,-0.11606621572198828,-0.17812171716853342,-146834.40000000014,-2.1799999999999997,-0.7320000000000005,16.877668098652794,14.991660675549433,13.105653252446071,20.291839609364747,14.408082048877176,25.021958420002182,68.59943977591027,70.13503381150427,65.52825170472227
2017-05-26,217,0.5,12.81,12.91,12.84,12.54,1764566.25,-0.09,-0.7,14.342,14.749,14.852,1149793.49,722440.92,494443.53,14.342000000000017,14.748999999999995,14.851499999999994,14.426233854725039,14.766038727654701,14.971089311147,14.09015906418901,14.523008795503467,-0.43284973131445703,-0.11894336836885054,-0.3139063629456065,-0.1838963701716434,-0.19052768268971176,-1911400.6500000001,-2.0700000000000003,-0.8500000000000005,16.953337807167237,14.55449141775403,12.155645028340821,19.78435641636567,13.932199205651502,24.563792552461862,49.53823953823946,64.9405115581585,18.733695498401374
2017-05-31,218,0.4,12.75,13.05,12.84,12.66,1130098.12,0.0,0.0,13.902,14.505999999999998,14.733,1315358.62,805484.92,543089.18,13.902000000000019,14.505999999999995,14.732999999999995,14.137827699320486,14.582606467878064,14.833599678169774,13.732970760135007,14.26408436542601,-0.5311136052910026,-0.20137741575328094,-0.32973618953772166,-0.2689089979901471,-0.20980991461041487,-1911400.6500000001,-2.210000000000001,-0.9880000000000004,16.57447463129605,14.045620345260403,11.516766059224757,19.78435641636567,13.932199205651502,24.56379255246186,29.870129870129773,49.33593639475982,-9.06148317913032
2017-06-01,219,0.5,12.78,12.97,12.92,12.69,962170.56,0.08,0.62,13.4,14.271,14.621,1356991.89,876826.58,584893.96,13.400000000000027,14.270999999999994,14.620999999999995,13.916404481262216,14.424262994746819,14.710141634416885,13.500693400096434,14.05730215536047,-0.5566087552640351,-0.2724236836554318,-0.2841850716086033,-0.35645294036894537,-0.23315007944354482,-949230.0900000001,-2.08,-1.1260000000000003,15.65589611387449,13.584490793807703,11.513085473740915,21.851847092731035,17.4232921312142,25.877402275030004,29.783549783549688,36.397306397306295,16.556036556036474
2017-06-02,220,0.5,12.93,13.01,12.89,12.74,801977.0,-0.03,-0.23,12.884,14.039,14.512,1376509.24,923589.87,617868.84,12.884000000000027,14.03899999999999,14.511499999999995,13.729785484669085,14.278142709532837,14.59271314187386,13.326209571497452,13.877717208381936,-0.5515076368844838,-0.3282404743012422,-0.22326716258324159,-0.439894148405906,-0.2589541301539988,-1751207.09,-2.16,-1.2740000000000005,13.296943269903931,13.220418764018447,13.143894258132963,21.623845829913957,17.110966407191246,25.702267407118658,30.216450216450127,29.956709956709847,30.735930735930687
2017-06-05,221,0.5,12.79,12.88,12.85,12.51,758764.75,-0.04,-0.31,12.868,13.823,14.405,1083515.34,968808.41,646068.18,12.868000000000027,13.82299999999999,14.404999999999996,13.569824487456524,14.142129118148757,14.480280035946514,13.190149693926752,13.71960686863087,-0.5294571747041168,-0.3684838143818171,-0.1609733603222997,-0.5154510911119847,-0.2860189245017297,-2509971.84,-2.200000000000001,-1.4060000000000004,13.022858490811375,12.95910898100243,12.895359471193485,21.300574115694896,16.63388636396485,25.462508215081492,30.303030303030212,30.101010101009994,30.70707070707065
2017-06-06,222,0.4,12.8,12.84,12.8,12.66,361044.06,-0.05,-0.39,12.86,13.601,14.299,802810.9,976302.19,644023.09,12.860000000000026,13.60099999999999,14.298999999999996,13.429856398828065,14.014307297372685,14.371874872337061,13.078678352804824,13.578128888841505,-0.4994505360366812,-0.3946771587127899,-0.1047733773238913,-0.5813069589205022,-0.31345976956361765,-2871015.9,-2.41,-1.5740000000000005,12.867377661649913,12.784431896229606,12.701486130809299,20.875014767424737,15.966145354939343,25.156420365230797,29.264069264069178,29.927849927849824,27.936507936507887
2017-06-07,223,0.4,12.81,12.99,12.84,12.78,643951.94,0.04,0.31,12.86,13.380999999999998,14.198,705581.66,1010470.14,654436.4,12.860000000000026,13.380999999999993,14.197999999999993,13.322609780859326,13.902468507146715,14.27304423541209,13.010484537717732,13.464570598250504,-0.4540860605327719,-0.4065589390767863,-0.04752712145598559,-0.6345114580409206,-0.3400846559808768,-2227063.96,-2.370000000000001,-1.7640000000000007,12.767352042241336,12.68440627682103,12.601460511400722,22.23099671198743,19.084443091056954,25.900015294442007,28.958760537707814,29.50862003493572,27.859041543251998
2017-06-08,224,0.3,12.76,12.86,12.84,12.67,481948.44,0.0,0.0,12.844,13.122,14.102,609537.24,983264.56,668921.08,12.844000000000026,13.121999999999993,14.101999999999993,13.234862547975812,13.801281030275598,14.180589768611311,12.96177466979838,13.368482813904272,-0.40670814410589173,-0.4065887800826074,-0.0001193640232843296,-0.6747848134465717,-0.365230118787363,-2227063.96,-2.3200000000000003,-1.9830000000000005,12.697638825517629,12.640228025132274,12.582817224746918,22.230996711987427,19.084443091056954,25.900015294442007,47.245386192754516,35.15607199817716,71.42401458190922
2017-06-09,225,0.3,12.79,13.2,12.93,12.77,1144343.25,0.09,0.7,12.852,12.868,14.018,678010.49,1027259.86,711958.53,12.852000000000027,12.867999999999993,14.017999999999994,13.179432993798391,13.718301884535066,14.099906557733162,12.952696192713129,13.30102391945746,-0.34832772674433166,-0.39493656941495225,0.0466088426706206,-0.7003185144181301,-0.38790509623092273,-1082720.71,-2.1500000000000004,-2.2150000000000007,12.729115695543403,12.643886592528297,12.558657489513191,25.643092569321357,27.768719151188144,27.660794627183616,58.18459191456895,44.79624621501042,84.961283313686
2017-06-12,226,0.3,12.9,13.14,12.78,12.76,739311.94,-0.15,-1.16,12.838,12.853,13.92,674119.93,878817.63,735267.68,12.838000000000026,12.85299999999999,13.91949999999999,13.106808813107774,13.628939800293631,14.014751295943926,12.90335442336652,13.220866393387082,-0.3175119700205613,-0.3794516495360741,0.06193967951551277,-0.7167362767702246,-0.40877429501853246,-1822032.65,-2.200000000000001,-2.217000000000001,12.762364660655486,12.65929187083779,12.556219081020096,23.748611685415817,22.861492025112007,26.56306070797302,61.40350877192973,55.61116229308439,72.98820172962041
2017-06-13,227,0.3,12.78,12.78,12.59,12.56,527160.69,-0.19,-1.49,12.796,12.828,13.789,707343.25,755077.08,738759.0,12.796000000000026,12.827999999999992,13.78849999999999,13.012843574360906,13.529993152646618,13.92283185749593,12.813824588118944,13.123810025173684,-0.30998543705474013,-0.3655584070398073,0.05557296998506717,-0.7290365933543264,-0.4285971113518361,-2349193.34,-2.33,-2.2430000000000008,12.88048258310129,12.653291033961004,12.426099484820718,21.548761779940897,18.02088335145655,25.239166773053544,37.198067632850176,52.26205610644961,7.070090685651294
2017-06-14,228,0.3,12.6,12.64,12.46,12.31,553069.81,-0.13,-1.03,12.72,12.79,13.648,689166.83,697374.24,751429.58,12.720000000000026,12.789999999999992,13.64799999999999,12.912326560840741,13.42808904287075,13.828455608625225,12.71273184865639,13.021685405916195,-0.3089535572598052,-0.3542374370838069,0.04528387982400167,-0.7390383454486171,-0.44761548939324936,-2902263.15,-2.3999999999999986,-2.2620000000000005,12.957955891072741,12.615494214383276,12.27303253769381,20.15521794381844,15.35199073053116,24.371929089660554,22.52619008847631,40.37592216441873,-13.173274063408542
2017-06-15,229,0.2,12.41,12.46,12.38,12.28,374928.59,-0.08,-0.64,12.628,12.736,13.504,667762.86,638650.05,757738.31,12.628000000000027,12.735999999999994,13.503499999999994,12.815539913415153,13.328271038787822,13.735006859681661,12.617665606183136,12.92296457423678,-0.3052989680536431,-0.3444497432777741,0.03915077522413102,-0.746719807916274,-0.465732635443461,-3277191.7399999998,-2.379999999999999,-2.2920000000000003,12.958264431291285,12.552821463661019,12.147378496030752,19.316599914552313,13.838524631983551,23.845784886889103,13.105900233403906,24.276719318243455,-9.235737936275193
2017-06-16,230,0.2,12.38,12.46,12.35,12.27,473510.62,-0.03,-0.24,12.512,12.682,13.361,533596.33,605803.41,764696.64,12.512000000000027,12.681999999999993,13.360499999999993,12.730896292794215,13.235102368427077,13.645651578411877,12.54118971870224,12.834816178200352,-0.29362645949811217,-0.33428508652184175,0.04065862702372958,-0.7509004560858901,-0.48259666662606726,-3750702.36,-2.26,-2.302,12.796185969290857,12.480870254489155,12.165554539687452,18.993306321860445,13.250685027613896,23.64603438741377,12.108549446431796,15.91354658943733,4.498555160420732
2017-06-19,231,0.3,12.36,12.43,12.4,12.3,329412.78,0.05,0.41,12.436,12.637,13.23,451616.5,562868.21,765838.31,12.436000000000027,12.636999999999993,13.229999999999993,12.670733330467995,13.15556880952926,13.565286960449821,12.500849799073029,12.767921381554144,-0.2670715824811154,-0.3208423857136965,0.0537708032325811,-0.7489523772618911,-0.4974934376020146,-3421289.58,-2.3499999999999996,-2.3169999999999993,12.590754513570888,12.420766278681114,12.25077804379134,21.385553677777526,20.04354378105543,24.74240837606791,11.150070126227222,12.121506602020967,9.207197174639735
