date,PSY,open,close,high,low,volume,MA_5,MA_10,MA_20,EMA10,EMA20,EMA30,KValue,DValue,JValue,EMA12,EMA26,DIFF,DEA,MACD,RSI12,RSI6,RSI24,UPPER,MID,LOWER,MOM25,MOM25_MA_10,OBV,TRIX12,TRIX20
2018-02-01,0.3,10.35,10.2,10.39,10.19,485284.03,10.438000000000006,10.336000000000002,10.074499999999999,10.29405827702429,10.029037954864485,-,47.79874213836461,70.38870157665758,2.618823261778658,10.351105398274997,10.244008141070395,0.1063313792368632,0.197452876495517,-0.09112149725865379,60.70225569371095,43.959660690434724,-,-,-,-,-,-,4607789.759999999,-,-
2018-02-02,0.4,10.17,10.28,10.31,10.16,537751.44,10.404000000000005,10.340000000000002,10.123499999999998,10.291502226656236,10.052939102020249,-,28.301886792452603,50.26312411757141,-15.620587857785011,10.330789570196426,10.249545350136488,0.08069716436869712,0.174101734070153,-0.09340456970145589,62.86605368907938,50.14758901586146,-,-,-,-,-,-,5145541.199999998,-,-
2018-02-05,0.4,10.35,10.18,10.39,10.16,733448.38,10.322000000000006,10.335,10.165499999999998,10.27122909453692,10.065040139923083,-,15.169811320754528,30.423480083857246,-15.337526205450907,10.287706835854591,10.238846065500105,0.04847001628931302,0.148975390513985,-0.10050537422467198,58.47547820987615,43.02192112340267,67.0103092783505,10.671468050626679,10.374712258770764,10.077956466914848,-,-,4412092.819999998,-,-
2018-02-06,0.5,10.34,10.34,10.46,10.3,516569.12,10.272000000000006,10.352,10.2115,10.283732895530207,10.091226793263742,-,22.76729559748416,22.07966457023043,24.142557651991616,10.302647739896136,10.25440820926932,0.047960420580265506,0.1287723965272411,-0.08081197594697559,62.987416880028015,55.23478292634289,68.80033912674863,10.48065803381822,10.336214273136214,10.191770512454209,1.1500000000000004,-,4928661.94,-,-
2018-02-07,0.4,10.53,10.32,10.58,10.31,700358.19,10.264000000000006,10.356,10.254999999999999,10.290326914524714,10.113014717714814,-,23.99999999999997,20.645702306079553,30.70859538784081,10.30760552849724,10.264499253997117,0.04290691018115744,0.11159929925802436,-0.06869238907686692,62.06776548806604,53.5142217705574,68.31683168316833,10.441706830608638,10.314207811004124,10.18670879139961,0.9399999999999995,-,4228303.75,-,-
2018-02-08,0.5,10.67,10.55,10.67,10.48,500267.84,10.334000000000007,10.386,10.297,10.337540202792947,10.154632363646735,-,48.15686274509809,31.641386114194074,81.1878160069061,10.376861091783743,10.30842244568987,0.06829624300889847,0.10293868800819919,-0.03464244499930072,67.94018242235022,67.4894940280321,70.78094145048863,10.57386893709136,10.331348834831466,10.088828732571573,1.2700000000000014,-,4728571.59,-,-
2018-02-09,0.5,10.5,10.61,10.67,10.48,666157.31,10.400000000000006,10.402,10.3305,10.387078347739685,10.198000709966093,-,65.56862745098043,45.90849673202616,104.88888888888896,10.44347220841696,10.354818992506813,0.0885514994208787,0.1000612502907351,-0.011509750869856394,69.29305544165337,70.28594232244018,71.3867090991819,10.697603228860844,10.38137546284397,10.065147696827095,1.3099999999999987,-,5394728.9,-,-
2018-02-12,0.4,10.75,10.57,10.8,10.52,1033877.5,10.478000000000005,10.4,10.353,10.420336829968834,10.233429213778846,10.073,76.2561274509804,63.32720588235296,102.11397058823529,10.479623006012114,10.387923762890379,0.09162658848654281,0.09837431792989663,-0.00674772944335382,67.22979027108737,65.7607230134899,70.37179189691362,10.685060652884587,10.439981073971687,10.194901495058787,1.2300000000000004,-,4360851.4,-,-
2018-02-13,0.5,10.57,10.85,10.88,10.57,1360887.0,10.580000000000007,10.425999999999998,10.381,10.498457406338137,10.292150241038003,10.123129032258065,82.71037581699338,74.84504357298472,98.44104030501069,10.585445004294368,10.459012414753397,0.12638069337297608,0.10397559301851253,0.022405100354463553,73.30067763410564,77.77849419399446,73.1591395044617,10.863209359807811,10.525688990051968,10.188168620296125,1.4299999999999997,-,5721738.4,-,-
2018-02-14,0.5,10.61,10.57,10.72,10.49,1059592.5,10.630000000000006,10.447,10.401,10.511465150640294,10.318612122843907,10.151959417273673,72.28009259259252,77.08219862018875,62.675880537400076,10.581032145924548,10.47608742786826,0.10490764936486485,0.104162004287783,0.0007456450770818579,60.97730121389569,54.72762922744532,66.61927083973777,10.81272997704759,10.58930213634681,10.365874295646028,1.120000000000001,-,4662145.9,-,-
2018-02-22,0.6,10.44,10.62,10.64,10.42,901462.0,10.644000000000005,10.488999999999999,10.4125,10.531198759614787,10.347315730192106,10.182155583901178,72.2222222222221,75.73756354393599,65.1915395787943,10.592165818517534,10.498227823580836,0.09391151729996672,0.10211190689021973,-0.008200389590253016,62.214797799288405,57.431051207704776,67.16618251736452,10.83935449066379,10.629364014688683,10.419373538713575,0.9099999999999984,-,5563607.9,-,-
2018-02-23,0.5,10.53,10.44,10.55,10.42,774239.81,10.610000000000005,10.504999999999999,10.4225,10.514617166957553,10.356142803507144,10.198790707520457,48.32375478927188,64.27535653469549,16.42055129842467,10.548689870369667,10.489269696876091,0.05940126089591047,0.09356977769135788,-0.03416851679544741,55.32453845423137,45.65385727888322,63.27197851361448,10.897546587906787,10.629516738822119,10.361486889737451,0.5,-,4789368.09,-,-
2018-02-26,0.6,10.41,10.54,10.65,10.38,1072497.62,10.604000000000005,10.540999999999997,10.437999999999999,10.519232227510726,10.37365301269694,10.220804210261072,42.792565705451146,54.44618090564836,19.485335305056708,10.546207050264048,10.497074358895153,0.04911918237056234,0.08467965862719877,-0.03556047625663643,58.13458389372374,52.190013487644116,64.46629499847737,10.886631501583995,10.613985210576004,10.341338919568013,0.41999999999999993,1.028,5861865.71,0.2944030543310383,-
2018-02-27,0.6,10.46,10.56,10.58,10.38,920333.94,10.546000000000005,10.562999999999997,10.4575,10.526644549781503,10.39140034482104,10.242687809599067,33.49626940915489,41.537529967959294,17.413748291546085,10.550147893045748,10.506755226757438,0.043383017003787216,0.07642033030251646,-0.03303731329872925,58.70134335205416,53.53131172236506,64.7058131738483,10.715601372299457,10.597212183602075,10.478822994904693,0.27000000000000135,0.9400000000000001,6782199.65,0.2803516578375298,-
2018-02-28,0.6,10.71,10.55,10.73,10.4,1629269.12,10.542000000000005,10.585999999999995,10.471,10.530890995275776,10.406505073885704,10.26251440252816,36.78362573099404,37.69082028186668,34.96923662924877,10.550105637889821,10.513408268794755,0.03669047674897641,0.06847435959180845,-0.03178388284283204,58.271059700248486,52.6451432517842,64.4790513031785,10.698861553443066,10.582654841070877,10.466448128698687,0.3800000000000008,0.8840000000000001,5152930.53,0.26507442291716643,-
2018-03-01,0.6,10.88,10.89,10.97,10.82,793976.0,10.596000000000007,10.619999999999996,10.503,10.596183541589271,10.452552209706113,10.302997344300536,52.146892655367196,40.808929265172026,74.82281943575754,10.647218312778444,10.571345458210947,0.07586793146314719,0.0699530739660762,0.005914857497070991,67.1910860655803,71.73539071411925,68.40711354660132,10.917415663785603,10.611056397563338,10.304697131341074,0.5,0.807,5946906.53,0.2611323002893018,-
2018-03-02,0.5,10.83,10.81,10.95,10.75,785597.44,10.670000000000007,10.639999999999997,10.521,10.635059261300313,10.48659485640077,10.33570719305534,64.44067796610166,51.12373211748761,91.07456966332977,10.693727366270316,10.60806154156311,0.0856623082040997,0.0730949208136809,0.012567387390418808,63.696131992655346,64.40451796473744,66.5988772285168,10.958849580483507,10.660319849970435,10.361790119457362,0.5700000000000003,0.7330000000000002,5161309.09,0.2604209497111487,-
2018-03-05,0.6,10.87,10.84,10.93,10.73,735725.75,10.730000000000008,10.666999999999996,10.5335,10.672321213791164,10.520252489124506,10.36824221285822,79.09604519774003,65.22787193973629,106.83239171374751,10.73551954733594,10.643744381322632,0.09177265422537495,0.07683046749601971,0.014942186729355239,64.45254357663282,65.9694782970392,66.94082564619657,11.006438756994447,10.716059694388065,10.425680631781683,0.6099999999999994,0.671,5897034.84,0.26176335584153776,-
2018-03-06,0.6,10.95,10.92,11.04,10.82,1291924.12,10.802000000000007,10.673999999999996,10.55,10.71735372037459,10.558323680636457,10.403839489448012,77.55521314843344,73.6973121040917,85.27101523711693,10.7882282480971,10.686245245734534,0.10198120822832735,0.08186061564248123,0.020120592585846114,66.48403191218301,70.1666815221071,67.85650775707192,11.039622891394927,10.776290401944692,10.512957912494457,0.75,0.6030000000000001,7188958.96,0.2660703539903775,-
2018-03-07,0.7,11.04,11.09,11.16,10.83,2212923.0,10.910000000000007,10.725999999999996,10.586500000000001,10.785107589397391,10.608959520575842,10.448107909483625,83.60330817957932,80.08485550858425,90.64021352156945,10.874448748640786,10.748361361775375,0.12608610534095455,0.0907057135821759,0.03538039175877865,70.4048272822806,77.3045728572622,69.71645965453732,11.047700846804986,10.852150341819623,10.65659983683426,0.8100000000000005,0.5720000000000001,9401881.96,0.27682723774384854,-
2018-03-08,0.6,10.99,10.83,11.05,10.76,1542776.38,10.898000000000007,10.746999999999996,10.618000000000002,10.793269845870594,10.630010994806714,10.472746108871778,76.84537684537683,79.33463272446319,71.8668650872041,10.86174910617199,10.760921152271472,0.10082703852590669,0.09272997857092205,0.008097059954984637,58.90729857001931,53.71690429479546,63.822709477090115,11.106880216464528,10.900812266506279,10.694744316548029,0.5800000000000001,0.5390000000000003,7859105.580000001,0.2805728249799966,-
2018-03-09,0.7,10.95,10.91,10.99,10.75,1152683.75,10.918000000000006,10.793999999999995,10.649500000000002,10.814493510257758,10.656676614348932,10.500956037331663,72.22222222222219,77.55696908239277,61.552728501881035,10.875535075837135,10.783856359614322,0.09167806238380471,0.09251959533349859,-0.0008415329496938712,61.04277731504061,58.40327709929253,64.77871765439092,11.115477817214286,10.92897312558398,10.742468433953674,0.46000000000000085,0.5350000000000004,9011789.330000002,0.2815922148812433,-
2018-03-12,0.6,10.78,10.9,11.08,10.73,1501827.88,10.930000000000007,10.829999999999995,10.685500000000001,10.830040144756348,10.679850270125224,10.526700809116717,63.810166441745366,70.95925516978146,49.511988985673185,10.882525054169383,10.80172461198135,0.08079997516017023,0.09017567129883292,-0.009375696138662681,60.613244188079165,57.529508650931746,64.55620384311129,11.113618824973724,10.941572319632328,10.769525814290933,0.3100000000000005,0.5240000000000004,7509961.450000002,0.27948862226083726,-
2018-03-13,0.5,11.2,10.75,11.24,10.62,1591628.75,10.896000000000006,10.848999999999995,10.706000000000001,10.815487391164284,10.686531196779963,10.541107208528542,51.568644522804135,62.53367772892389,29.638578110564623,10.84466075297813,10.793766979368835,0.050893440017965474,0.08231922504265943,-0.03142578502469395,54.3546227349766,45.323911550157824,61.262431917107676,11.151891531505425,10.92646748664724,10.701043441789055,0.16000000000000014,0.5130000000000002,5918332.700000002,0.26937917671769895,-
2018-03-14,0.6,11.29,11.18,11.31,10.96,1299975.12,10.914000000000005,10.911999999999995,10.749000000000002,10.881762410952597,10.733528225658063,10.582326098300895,55.97221196984983,57.11700764479977,53.682620619949944,10.94047196641295,10.853187444081321,0.08728428405210664,0.08331223684454887,0.003972047207557769,65.49614500272732,68.3923751251355,66.39177468437096,11.233588729847384,10.94387162645139,10.654154523055396,0.8200000000000003,0.5570000000000002,7218307.820000002,0.26901244276114067,-
2018-03-15,0.6,10.8,11.29,11.29,10.71,1685011.38,11.006000000000004,10.951999999999996,10.786000000000001,10.955987427143034,10.786525537500152,10.627982479055676,66.40953716690036,57.983464553184774,83.26168239433156,11.040337118866393,10.920389375761118,0.11994757290561608,0.09063930405676232,0.029308268848853763,67.69658228880024,72.01668904408938,67.53912802946877,11.39962298918533,11.002714939380134,10.605806889574938,1.0899999999999999,0.6160000000000002,8903319.200000003,0.27728501669066485,-
2018-03-16,0.6,10.9,11.04,11.33,10.8,1829424.62,11.032000000000005,10.974999999999998,10.807500000000001,10.971262440389754,10.810665962500137,10.654564254600471,79.13859971422728,67.1734496169925,103.06889990869686,11.040240799190281,10.938791010259408,0.10144966735968808,0.09280137671734748,0.0086482906423406,58.454033644457226,54.86045629168286,62.48056373155132,11.437488421519552,11.052281983359265,10.667075545198978,0.7599999999999998,0.6350000000000001,7073894.580000003,0.28051583632697774,-
2018-03-19,0.5,11.2,10.84,11.22,10.73,1602545.88,11.020000000000007,10.974999999999998,10.821000000000002,10.947396542137072,10.813459680357267,10.66652785107786,62.41409811526156,69.3207449987964,48.60080434819187,10.983029142278772,10.923592393296422,0.05943666214578869,0.08612843380303573,-0.026691771657247038,52.230619196750716,44.64930492422156,58.80392041903746,11.462004418956862,11.057826240426635,10.653648061896408,0.6600000000000001,0.6400000000000002,5471348.700000003,0.27257071136199684,-
2018-03-20,0.5,10.81,11.15,11.46,10.78,2645543.0,11.100000000000005,10.997999999999998,10.836000000000002,10.984233534475786,10.845511139370862,10.697719602621223,51.07869438855355,64.21046407268081,24.815155020299045,11.030735101627695,10.95842433278928,0.07231070681229923,0.08336488840488843,-0.011054181592589196,59.5183554203086,58.883779214319645,62.384012004178146,11.370682157606753,11.065788733604286,10.76089530960182,0.8100000000000005,0.6460000000000002,8116891.700000002,0.2680397367428311,-
2018-03-21,0.4,9.95,10.76,10.78,9.92,2083667.38,11.016000000000007,10.964999999999998,10.845500000000003,10.943463800934733,10.837367221335542,10.701737692774692,49.54220271121682,54.34499840501064,39.936611323629165,10.953382215448354,10.92789751236016,0.02548465878382622,0.07178884248067599,-0.04630418369684977,49.21395404891469,42.41607682651123,55.99579075209219,11.427200105585777,11.037205233824658,10.647210362063538,0.4399999999999995,0.6090000000000002,6033224.320000002,0.25150999682015396,-
2018-03-22,0.4,10.29,10.09,10.29,10.06,1001156.06,10.776000000000007,10.890999999999998,10.819000000000003,10.788288564401146,10.766189390732157,10.662270744853744,42.893217893217894,47.838038330996085,33.00357701766151,10.70670158246311,10.798990202766289,-0.09228865194915592,0.03897334359470961,-0.13126199554386553,37.15755256749365,26.904550907367685,47.310949012636925,11.643778701120077,10.903767890388231,10.163757079656385,-0.46000000000000085,0.5050000000000001,5032068.2600000035,0.2050903673567639,-
2018-03-23,0.4,10.5,10.33,10.55,10.14,1350889.75,10.634000000000007,10.832999999999998,10.813500000000003,10.704963370873665,10.724647543995761,10.640833922605117,30.735930735930733,41.05711711345515,10.093557980881897,10.599072558902222,10.726837863879167,-0.12776532758121562,0.00562560935952456,-0.13339093694074017,42.647945446810844,36.83399868285369,50.19811751278353,11.491723913150963,10.736517980970874,9.981312048790784,-0.27999999999999936,0.43100000000000005,6382958.0100000035,0.15115844926854027,-
2018-03-26,0.5,10.14,10.37,10.54,10.12,1396921.12,10.540000000000006,10.779999999999998,10.805000000000003,10.644060939805726,10.690871587424736,10.623360766308013,22.294372294372284,31.97450697450697,2.934102934102917,10.53362325635873,10.67193973097468,-0.13831649076185748,-0.02316281066475185,-0.11515368009710564,43.54473815560233,38.504729446479566,50.6682394580927,11.330790952933405,10.584600628686331,9.838410304439257,-0.20000000000000107,0.3799999999999999,7779879.130000004,0.09698384923737535,-
2018-03-27,0.5,10.39,10.11,10.47,10.09,1402685.25,10.332000000000006,10.715999999999998,10.782500000000004,10.54695895075014,10.635550483860476,10.590240716868786,22.72727272727271,25.252525252525242,17.676767676767646,10.412588040256235,10.585487464670884,-0.17289943594743917,-0.053110135721289316,-0.11978930022614986,39.19849158725536,31.919464108306915,47.61932814745328,10.920548910622507,10.436829983971954,9.9531110573214,-0.7400000000000002,0.28999999999999987,6377193.880000004,0.03694418841542202,-
2018-03-28,0.5,9.97,10.3,10.34,9.87,1516810.25,10.240000000000007,10.627999999999997,10.770000000000005,10.502057323341024,10.603593294921383,10.571515509328865,22.867488905224764,22.629711308956583,23.34304409776113,10.380420028754454,10.541566316259978,-0.16114629574323125,-0.0747173677256777,-0.08642892801755354,43.679865431902286,40.798279560513876,49.91737925258376,10.560807277624196,10.327569201830656,10.094331126037115,-0.2699999999999996,0.18099999999999988,7894004.130000004,-0.01652983351129178,-
2018-03-29,0.4,10.05,9.86,10.16,9.7,1995143.88,10.194000000000008,10.484999999999996,10.718500000000006,10.38531962818811,10.53277488588125,10.52561128292055,16.15753219526808,20.584097942588514,7.3044007006272125,10.231728591967467,10.436709959912289,-0.20498137382889858,-0.10077016894632188,-0.10421120488257671,36.82329282461697,29.94544548275781,45.132604522116985,10.587340765257482,10.20858490721703,9.82982904917658,-0.7599999999999998,-0.004000000000000092,5898860.250000004,-0.0775434054662516,-
2018-03-30,0.5,10.54,10.45,10.66,10.38,995200.06,10.218000000000009,10.425999999999997,10.700500000000005,10.397079695790271,10.52489156341637,10.520733135635354,26.24952353725942,21.75818154591742,35.23220751994342,10.294091851405334,10.438754581464245,-0.1446627342618232,-0.10954868200942214,-0.03511405225240105,48.62103796121458,50.94347954319901,51.621158540480415,10.57981306072192,10.156984490258722,9.734155919795525,0.009999999999999787,-0.0790000000000001,6894060.310000003,-0.11903186455055614,0.1246226568889508
2018-04-02,0.6,10.46,10.56,10.7,10.39,1064084.25,10.25600000000001,10.397999999999996,10.686500000000006,10.42670156928295,10.528235224043382,10.523266481723395,43.77805836139174,28.728371364639745,73.87743235489575,10.370065608146668,10.457407722777438,-0.0873421176328506,-0.10510736913410783,0.017765251501257226,50.501077584909595,54.026469008141184,52.70917275635859,10.677611815494485,10.179519454581452,9.68142709366842,0.02000000000000135,-0.14299999999999996,7958144.560000003,-0.1419291888315466,0.10549264076946674
2018-04-03,0.5,10.7,10.45,10.79,10.45,1686358.5,10.324000000000009,10.327999999999996,10.663000000000006,10.43093764759514,10.520784250324965,10.51853961193479,63.68353514760248,44.570372348751214,101.90986074530501,10.392904005819048,10.45626807311937,-0.0633640694446651,-0.09675870919621929,0.033394639751554184,48.56255113730339,50.237795999168064,51.50059456152919,10.726055992038168,10.233454733412074,9.74085347478598,-0.11000000000000121,-0.23500000000000015,6271786.060000003,-0.15533453322851276,0.08826546772513488
2018-04-04,0.6,10.78,11.05,11.27,10.78,2110242.75,10.474000000000009,10.356999999999996,10.661000000000005,10.543494438941478,10.571185750294017,10.55282737890674,78.14141007522267,61.86766786140563,110.68889450285674,10.580645718442177,10.54761144648562,0.03303427042488316,-0.0708001132719988,0.10383438369688196,58.126862657244295,65.89312701474641,57.09938307182584,11.121027094050598,10.363494256478575,9.605961418906551,0.5,-0.2290000000000001,8382028.810000003,-0.14112232184744222,0.07774005191119038
2018-04-09,0.6,10.65,10.74,10.84,10.57,880363.38,10.65000000000001,10.421999999999993,10.656500000000005,10.5792227227703,10.587263297885062,10.564903031880498,73.67887960419961,71.83460827567491,77.367422261249,10.626175513172983,10.577209685487832,0.048965826591098605,-0.04684692529937931,0.09581275189047792,52.612880272009335,55.138211318728494,53.75388085755406,10.95111189967457,10.498386817533259,10.045661735391947,-0.15000000000000036,-0.19800000000000004,7501665.430000003,-0.12104598736396577,0.06981625475703801
2018-04-10,0.5,10.61,10.71,10.92,10.52,1490513.5,10.702000000000009,10.459999999999996,10.646500000000007,10.603000409539337,10.598952507610294,10.574264126597885,72.1868365180468,74.66904206582302,67.22242542249438,10.650125366552132,10.59763896464355,0.05248640112711378,-0.02698026001408069,0.07946666114119447,52.09120408910436,54.112546007491446,53.43771081500259,11.011767938772872,10.605536477657672,10.199305016542473,-0.09999999999999964,-0.18000000000000008,6011151.930000003,-0.09925106194675903,0.06370989223136725
2018-04-11,0.4,10.52,10.55,10.68,10.48,977014.75,10.700000000000008,10.477999999999994,10.629000000000007,10.593363971441276,10.594290364028362,10.572698699075442,61.57112526539288,69.14561379587975,46.42214820441913,10.621518118965808,10.590309893159928,0.03120822524769018,-0.015342562961726517,0.046550788209416695,49.249999849273316,48.35574702422322,51.74394802036906,11.069272913926927,10.660176348309847,10.251079782692766,-0.28999999999999915,-0.1889999999999999,5034137.180000003,-0.08290275772419031,0.05773460662530372
2018-04-12,0.5,10.26,10.67,10.7,10.18,1624518.38,10.744000000000009,10.533999999999995,10.625000000000005,10.60729779481559,10.60150080554947,10.578976202360897,60.08492569002132,64.614295824487,51.02618542108996,10.635370084975577,10.602569909596863,0.03280017498000731,-0.00571401537337975,0.03851419035338706,51.4180189415675,52.86845549490411,52.91199340618375,11.01906867214279,10.686900040270679,10.354731408398568,-0.25,-0.13999999999999985,6658655.560000003,-0.06649368355590157,0.05294338488945893
2018-04-13,0.4,10.27,10.23,10.36,10.19,620348.38,10.580000000000009,10.526999999999996,10.577500000000004,10.53869819575821,10.56611977644952,10.556461608660193,40.17024094742796,53.94209730094738,12.62652824038912,10.51955006069684,10.545251461966576,-0.02570140155452627,-0.009711492609609055,-0.015989908944917218,43.914057230237916,38.186648795296556,48.42710847112154,11.020122529812944,10.64702736768998,10.273932205567014,-0.8599999999999994,-0.19899999999999984,6038307.180000003,-0.06592310651447608,0.04549815022854009
2018-04-16,0.5,10.03,10.24,10.34,10.03,1231548.75,10.48000000000001,10.564999999999994,10.525000000000006,10.484389432893082,10.535060750120994,10.536044730682116,27.768693108238864,42.67461991522938,-2.043160505742165,10.439678614783457,10.498289698587103,-0.05861108400706705,-0.019491410889100655,-0.039119673117966394,44.11626441511937,38.65128911098593,48.530569614324435,10.978719123910501,10.564955906599508,10.151192689288514,-0.5899999999999999,-0.18199999999999986,7269855.930000003,-0.07443073191268912,0.03632462958300664
2018-04-17,0.4,9.73,10.08,10.12,9.7,1126807.5,10.35400000000001,10.527999999999995,10.477000000000007,10.410864081457976,10.491721631061852,10.506622489992948,15.242153830107233,27.72702929525801,-9.727597100194323,10.336913296273897,10.43393743726601,-0.09702414113741398,-0.03499795693876332,-0.062026184198650657,41.50443047632108,33.77655256006295,46.95779365298222,10.891544905015651,10.45179952414206,10.01205414326847,-0.8300000000000001,-0.26599999999999985,6143048.430000003,-0.09314014126003967,0.02476608411963177
2018-04-18,0.3,9.8,9.69,9.8,9.68,517082.31,10.182000000000007,10.440999999999994,10.419500000000006,10.279797884829254,10.415367190008341,10.45393716805792,13.92274544820964,18.977864128851902,3.8125080869251207,10.152080925909926,10.31948552384047,-0.16740459803432906,-0.06147928515787647,-0.10592531287645258,35.859211970432604,24.674162264526647,43.38187353966276,10.918302039878466,10.288203634865688,9.65810522985291,-1.2100000000000009,-0.38900000000000007,5625966.120000005,-0.1299383802282783,0.008523473642507717
