date,open,PSY,close,high,low,volume,MA_5,MA_10,MA_20,EMA10,EMA20,EMA30,EMA12,EMA26,DIFF,DEA,MACD,TRIX12,TRIX20,OBV,MOM25,MOM25_MA_10,UPPER,MID,LOWER,RSI12,RSI6,RSI24,KValue,DValue,JValue
2018-05-02,3.67,-,3.67,3.69,3.66,1659859.0,-,-,-,-,-,-,-,-,-,-,-,-,-,1659859.0,-,-,-,-,-,-,-,-,-,-,-
2018-05-03,3.65,-,3.67,3.69,3.64,2275406.75,-,-,-,-,-,-,-,-,-,-,-,-,-,1659859.0,-,-,-,-,-,-,-,-,-,-,-
2018-05-04,3.6,-,3.65,3.66,3.6,3123310.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-1463451.75,-,-,-,-,-,-,-,-,-,-,-
2018-05-07,3.62,-,3.61,3.64,3.6,2896358.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-4359810.25,-,-,-,-,-,-,-,-,-,-,-
2018-05-08,3.6,-,3.62,3.64,3.59,2466123.75,3.6439999999999997,-,-,-,-,-,-,-,-,-,-,-,-,-1893686.5,-,-,-,-,-,-,-,-,-,-,-
2018-05-09,3.6,-,3.61,3.63,3.58,2555841.75,3.6319999999999992,-,-,-,-,-,3.638333333333333,-,-,-,-,-,-,-4449528.25,-,-,-,-,-,-,-,-,-,-,-
2018-05-10,3.58,-,3.58,3.61,3.58,2274710.75,3.6139999999999985,-,-,-,-,-,3.6216666666666666,-,-,-,-,-,-,-6724239.0,-,-,-,-,-,-,9.090909090909275,-,-,-,-
2018-05-11,3.63,-,3.6,3.63,3.59,1894966.12,3.603999999999999,-,-,-,-,-,3.6154761904761905,-,-,-,-,-,-,-4829272.88,-,-,-,-,-,-,25.373134328358333,-,-,-,-
2018-05-14,3.61,-,3.65,3.67,3.58,3135705.0,3.611999999999999,-,-,-,-,-,3.625340136054422,-,-,-,-,-,-,-1693567.88,-,-,-,-,-,-,51.456310679611626,-,-,-,-
2018-05-15,3.6,-,3.59,3.62,3.58,2393865.75,3.605999999999999,3.625,-,3.625,-,-,3.615242954324587,-,-,-,-,-,-,-4087433.63,-,-,-,-,-,-,34.22888142598809,-,-,-,-
2018-05-16,3.64,0.4,3.61,3.64,3.61,2456114.0,3.605999999999999,3.6189999999999998,-,3.622272727272727,-,-,3.6137449673747053,-,-,-,-,-,-,-1631319.63,-,-,-,-,-,-,41.996628240761815,-,-,-,-
2018-05-17,3.67,0.5,3.66,3.68,3.64,2757619.5,3.6219999999999986,3.6179999999999994,-,3.6291322314049586,-,-,3.6269606909819325,3.6266666666666665,-,-,-,-,-,1126299.87,-,-,-,-,-,-,57.171214211216935,-,-,-,-
2018-05-18,3.71,0.5,3.65,3.72,3.62,6101232.0,3.631999999999998,3.6179999999999994,-,3.6329263711495114,-,-,3.6335433507013803,3.63025641025641,-,-,-,-,-,-4974932.13,-,-,-,-,-,46.87500000000001,53.79363352837863,-,54.444444444444336,43.535353535353416,76.26262626262617
2018-05-21,3.73,0.6,3.76,3.78,3.72,2927607.0,3.6539999999999977,3.632999999999999,-,3.6560306673041456,-,-,3.6696738219295573,3.6502169625246546,-,-,-,-,-,-2047325.13,-,-,-,-,-,61.363636363636346,74.03894819414641,-,73.33333333333327,56.19528619528611,107.60942760942761
2018-05-22,3.73,0.5,3.74,3.76,3.72,3247171.5,3.6839999999999984,3.6449999999999996,-,3.671297818703392,-,-,3.6897670156639695,3.6640297375208615,-,-,-,-,-,-5294496.63,-,-,-,-,-,58.214540270848225,67.57867421290857,-,73.33333333333333,67.037037037037,85.92592592592601
2018-05-23,3.73,0.5,3.72,3.74,3.71,2629237.25,3.705999999999998,3.6559999999999997,-,3.680152760757321,-,-,3.69840501118855,3.6726405471330366,-,-,-,-,-,-7923733.88,-,-,-,-,-,55.12824446217098,61.17344225856757,-,80.0000000000001,75.55555555555559,88.88888888888911
2018-05-24,3.77,0.6,3.74,3.77,3.73,3066191.75,3.7219999999999978,3.6719999999999997,-,3.6910340769832626,-,-,3.710289293706107,3.6830035398818004,-,-,-,-,-,-4857542.13,-,-,-,-,-,57.58153821815597,65.1385245424705,-,76.66666666666683,76.66666666666677,76.66666666666694
