date,close,open,high,low,volume,MA_5,EMA10,MA_10,MA_20,MA_30,MA_60,EMA20,EMA30,KValue,DValue,JValue,PSY,EMA12,EMA26,DIFF,DEA,MACD,RSI12,RSI6,RSI24,UPPER,MID,LOWER,MOM25,MOM25_MA_10,OBV,TRIX12,TRIX20
2018-08-13,7.77,7.73,7.81,7.6,111660.6,7.866,7.910106410476126,7.910106410476126,8.324300795487952,9.006977334577796,10.872082357317113,8.324300795487952,9.006977334577796,24.63956442890387,25.580479597092058,27.46230993346845,41.66666666666667,7.847317482826297,7.959191112412325,-0.11187361809342011,-0.17768725082301878,0.06581363272959867,37.7829687829563,41.54837218216374,35.173471488661654,7.956121052987499,7.792854399932345,7.629587746877191,-0.8300000000000001,-2.8670000000000035,-2362836.75,-1.1836395731365523,-
2018-08-14,7.83,7.74,7.94,7.69,103615.21,7.83,7.895541608571374,7.895541608571374,8.277224529251004,8.931043312992132,10.772341952159174,8.277224529251004,8.931043312992132,24.64760199595085,25.269520396711656,26.513357198233265,50.0,7.842369630590212,7.939315556656583,-0.09694591785736506,-0.16153898422988805,0.06459306637252299,38.986285262711796,44.978058753597836,35.66185713209866,7.8687688268360105,7.7918272905905965,7.7148857543451825,-0.4299999999999997,-2.3350000000000035,-2259221.54,-1.1030029805432662,-1.5909264634400566
2018-08-15,7.53,7.83,7.83,7.51,124980.22,7.773999999999999,7.8290794979220335,7.8290794979220335,8.206060288369956,8.84065342183135,10.666035658645756,8.206060288369956,8.84065342183135,20.168655441246763,23.569232078223358,30.370385352176555,50.0,7.753121164707294,7.87634393255557,-0.12322276198470039,-0.1538757397808505,0.030652977796150116,35.265929431830585,33.26647043468156,34.31313067274889,8.014185157041842,7.75912437997119,7.504063602900539,-0.1899999999999995,-1.8840000000000034,-2384201.7600000002,-1.0372794237838545,-1.5619955400226981
2018-08-16,7.05,7.38,7.38,6.79,151898.06,7.611999999999999,7.6874286801180265,7.6874286801180265,8.095959308525199,8.725127394616425,10.54747711246065,8.095959308525199,8.725127394616425,16.632044803968427,21.256836320138376,30.50641935247828,41.66666666666667,7.552229403362353,7.74921409677779,-0.19698468922716827,-0.16249752967011405,-0.034487159557054226,30.230599555040953,22.17856076590246,32.27518743660377,8.2597744792341,7.648624743081122,7.037475006928144,-0.8200000000000003,-1.5930000000000035,-2536099.8200000003,-1.0016028332218263,-1.536021070589355
2018-08-17,6.87,7.14,7.22,6.82,110989.5,7.4099999999999975,7.53880528373293,7.53880528373293,7.979201279141848,8.605441756254075,10.42690409237997,7.979201279141848,8.605441756254075,12.469722442714698,18.327798360997146,30.04395019756205,41.66666666666667,7.357306716687395,7.613950389581206,-0.256643669902191,-0.18132675771652945,-0.07531691218566156,28.562258027470694,19.28591231596594,31.542130946959222,8.244070816299907,7.473824102577687,6.703577388855468,-1.13,-1.3740000000000034,-2647089.3200000003,-0.9914286471858325,-1.5134173250655691
2018-08-20,7.05,6.98,7.27,6.93,117465.97,7.266,7.449931595781488,7.449931595781488,7.890705919223576,8.505090675205427,10.316185925416693,7.890705919223576,8.505090675205427,13.381374416000831,16.678990379331708,23.274222305993465,50.0,7.269504797633854,7.527188791184098,-0.25768399141337195,-0.19659820445589796,-0.06108578695747399,32.61888394168516,30.20894657301537,33.127033854671986,8.017286357185318,7.302908306010835,6.588530254836352,-0.7700000000000005,-1.1860000000000035,-2529623.35,-0.9871373243170445,-1.4915562964846751
2018-08-21,7.09,7.03,7.09,6.91,101210.53,7.1179999999999986,7.38448948745758,7.38448948745758,7.814448212630854,8.413794502611529,10.210409337698113,7.814448212630854,8.413794502611529,15.587582944000552,16.315187900887988,17.77039781466286,58.33333333333334,7.218217712595609,7.459928977155775,-0.24171126303382806,-0.20562081617148398,-0.03609044686234408,33.53386834758948,32.639839332526265,33.48412205984172,7.6096966116278875,7.170351644660201,6.731006677692514,-1.2300000000000004,-1.0710000000000035,-2428412.8200000003,-0.9820215233639296,-1.4694958439323558
2018-08-22,7.8,7.8,7.8,7.63,212065.56,7.1720000000000015,7.460036853374382,7.460036853374382,7.813072192380298,8.374194857281752,10.131379523347354,7.813072192380298,8.374194857281752,35.705005170687095,22.77846032415436,-3.0746293689111184,58.33333333333334,7.384441223282578,7.512247596054886,-0.127806371682067,-0.19005792727360057,0.062251555591533586,47.372045882586704,61.329500976245555,39.47062087628534,7.81114479846531,7.164875504749556,6.518606211033802,-0.27000000000000046,-0.8720000000000034,-2216347.2600000002,-0.9426074352731351,-1.4408887438526863
2018-08-23,7.96,7.9,8.36,7.83,468164.59,7.353999999999999,7.55093924366995,7.55093924366995,7.827065316915506,8.347472608424866,10.060186752090065,7.827065316915506,8.347472608424866,48.64410111166826,31.400340586658988,-3.0871804633595445,58.33333333333334,7.548886588058984,7.5811325812772115,-0.032245992439484006,-0.15849554030677726,0.12624954786729325,49.93456258219574,65.32343810080306,40.72510001258105,8.14988252521793,7.2723769696800105,6.394871414142091,0.3899999999999997,-0.6390000000000033,-1748182.6700000002,-0.8737695713035287,-1.4054581709859848
2018-08-24,7.66,7.68,7.85,7.61,234144.23,7.5120000000000005,7.5707684720935955,7.5707684720935955,7.811154334352125,8.303119536913584,9.981492104480553,7.811154334352125,8.303119536913584,50.90073832073003,37.900473164682666,11.899942852587955,58.33333333333334,7.5806332771849885,7.5932660303114865,-0.012632752570252315,-0.12932298275947227,0.11669023018921995,45.411752874225684,53.005801871065664,39.13808346028544,8.146204862247384,7.399435821646502,6.652666781045622,-0.08999999999999986,-0.5370000000000033,-1982326.9000000001,-0.800898226441249,-1.3670753912116806
2018-08-27,7.61,7.61,7.67,7.41,200965.52,7.624,7.577901477167486,7.577901477167486,7.791996778699541,8.258402147435289,9.903738264989387,7.791996778699541,8.258402147435289,51.3435920015058,42.38151277695704,24.45735432785952,50.0,7.589023769417849,7.595840487186642,-0.006816717371474823,-0.10482172968187278,0.09800501231039796,44.67602218121903,51.079454579448424,38.874621676612655,8.089107923887887,7.502238262037906,6.915368600187926,-0.040000000000000036,-0.4580000000000033,-2183292.42,-0.7293498678682009,-1.3267068940490123
2018-08-28,7.44,7.59,7.59,7.37,173369.44,7.694,7.552828481318851,7.552828481318851,7.758473275966251,8.205602008891077,9.822959961219242,7.758473275966251,8.205602008891077,48.02948596278731,44.26417050556712,36.73353959112676,41.66666666666667,7.546445549584178,7.571865027619467,-0.025419477751490227,-0.08894127929579627,0.06352180154430605,42.143525142739364,44.483597412196325,37.96785315210989,7.904005286275247,7.552187151438602,7.200369016601957,-0.4899999999999993,-0.46400000000000324,-2356661.86,-0.6680965599229705,-1.2862402813747509
2018-08-29,7.76,7.48,8.18,7.48,353462.41,7.686,7.590496030169969,7.590496030169969,7.758618678255179,8.176853492188426,9.755321929703856,7.758618678255179,8.176853492188426,52.6141371386735,47.04749271660258,35.91420387246075,50.0,7.607461106845841,7.600808869524164,0.006652237524391147,-0.06982257593175879,0.07647481345614994,48.17599348392871,57.020017318087056,40.685395752160446,7.941047189669695,7.597512620812502,7.2539780519553085,-0.5199999999999996,-0.4970000000000033,-2003199.45,-0.6000958808857315,-1.2428010428540692
2018-08-30,7.41,7.58,7.65,7.4,195081.58,7.575999999999999,7.557678570139066,7.557678570139066,7.725416899373733,8.127379073337561,9.678426128729958,7.725416899373733,8.127379073337561,48.2395733790732,47.44485293742612,45.855412054131975,41.66666666666667,7.551043647747029,7.571453658828139,-0.020410010936314116,-0.05994006293266986,0.039530051996355745,42.845636360445496,43.98396944336806,38.748034121731806,7.869014293118467,7.603503464714173,7.337992636309878,-1.6999999999999993,-0.5850000000000032,-2198281.03,-0.5459477848557936,-1.2002801214603398
2018-08-31,7.12,7.48,7.52,7.12,157787.0,7.468000000000001,7.478100648295598,7.478100648295598,7.667758147052426,8.062386875057719,9.594543304837172,7.667758147052426,8.062386875057719,39.166085012800394,44.68526362921755,55.72362086205183,41.66666666666667,7.427888319819306,7.501999249777656,-0.07411092985492385,-0.06277423631712066,-0.011336693537803186,38.95021858955715,35.83752942785158,37.215841549266436,7.974299484075586,7.544713637008982,7.115127789942378,-1.669999999999999,-0.6390000000000031,-2356068.03,-0.5151444171896169,-1.1612078908053491
2018-09-03,7.03,6.91,7.08,6.89,116882.36,7.3519999999999985,7.396627803150944,7.396627803150944,7.607019275904577,7.995781270215286,9.51045991779333,7.607019275904577,7.995781270215286,31.20626474314082,40.1922640005253,58.164262515294254,41.66666666666667,7.314205942728076,7.429383980581093,-0.11517803777914182,-0.07325499660952489,-0.041923041169616926,37.787099786658665,33.525096038896415,36.74530490398247,7.955560096226851,7.437811122302328,6.920062148377806,-1.1900000000000004,-0.681000000000003,-2472950.3899999997,-0.5030709302142333,-1.1256785014691406
2018-09-04,7.28,7.08,7.37,7.06,168548.41,7.32,7.375422748032589,7.375422748032589,7.5758745829612835,7.949601833427202,9.437330084423056,7.5758745829612835,7.949601833427202,31.207573523028067,37.197367174692886,49.17695447802253,50.0,7.30443281623434,7.406401829722464,-0.10196901343535547,-0.078997799974691,-0.02297121346066447,42.94958744825342,45.29196752439822,38.98149180118608,7.857318890270988,7.345537687021057,6.833756483771126,-1.0200000000000005,-0.660000000000003,-2304401.9799999995,-0.48998706162255434,-1.0905234024075172
2018-09-05,7.06,7.23,7.29,7.04,135919.41,7.1800000000000015,7.3180731574812095,7.3180731574812095,7.526743670298304,7.8922081667544814,9.359384835753447,7.526743670298304,7.8922081667544814,26.53753309178516,33.644089147056974,47.8572012576006,41.66666666666667,7.234594868738814,7.353109240534392,-0.11851437175788604,-0.08690111433133,-0.03161325742655603,39.780595794057504,38.15908374298615,37.7558442674038,7.545400588876383,7.257789740680678,6.970178892484974,-0.9200000000000008,-0.7250000000000031,-2440321.3899999997,-0.48569050110458534,-1.0577422869355257
2018-09-06,7.07,7.01,7.25,6.98,123636.4,7.112,7.272968947030081,7.272968947030081,7.4832442731270365,7.839162478576772,9.28432303785989,7.4832442731270365,7.839162478576772,23.102944139112182,30.130374144408712,44.18523415500175,41.66666666666667,7.187567763384867,7.30955397275987,-0.12198620934807991,-0.09391813333467999,-0.028068076013399917,40.00011795819875,38.68578421061547,37.8485313602699,7.359066897310818,7.1813480181790865,7.003629139047355,-0.6099999999999994,-0.8250000000000031,-2316684.9899999998,-0.48497786567134327,-1.026666773088536
2018-09-07,7.26,7.07,7.3,7.06,165266.05,7.1400000000000015,7.270610956660974,7.270610956660974,7.461982913781602,7.801797157378273,9.217951790716944,7.461982913781602,7.801797157378273,23.791985435145094,28.017577907987494,36.46876285367233,41.66666666666667,7.208262688132048,7.3019302846429675,-0.09366759649168888,-0.09386802596608176,0.00020042947439288805,44.21514523721178,48.656149508709035,39.63079976876936,7.357786777870656,7.143497254095337,6.929207730320018,-0.22000000000000064,-0.8380000000000031,-2151418.94,-0.4759270321357145,-0.9950131420020214
2018-09-10,7.05,7.19,7.28,7.02,118216.0,7.144,7.230499873631706,7.230499873631706,7.422746445802404,7.7532941149667725,9.14687140413606,7.422746445802404,7.7532941149667725,19.489441537262266,25.174865784412408,36.54571427871274,33.33333333333333,7.163044777237177,7.26317177931328,-0.1001270020623668,-0.09511982118533877,-0.0050071808770280335,40.7624039631766,40.02402667584294,38.36205949022356,7.320297507090374,7.1137642167959925,6.907230926501611,-0.7300000000000004,-0.9070000000000032,-2269634.94,-0.4706190422616774,-0.9649547647744283
2018-09-11,7.13,7.07,7.23,6.95,110371.4,7.114,7.212227169335033,7.212227169335033,7.3948658319164595,7.7130815914205275,9.08074447285291,7.3948658319164595,7.7130815914205275,18.435137895589808,22.92828982147155,31.91459367323501,41.66666666666667,7.153603412312269,7.242683813265083,-0.0890804009430024,-0.09391193713687149,0.004831536193869085,42.62440299609007,44.523300530269076,39.13661067444096,7.252374383462166,7.096118183585617,6.939861983709068,-0.8799999999999999,-0.9460000000000033,-2159263.54,-0.4625417782127883,-0.9353014070022536
2018-09-12,7.22,7.14,7.23,7.1,122472.0,7.145999999999999,7.213640411274116,7.213640411274116,7.378211943162513,7.68126987584501,9.019736457349538,7.378211943162513,7.68126987584501,19.773085127672122,21.8765549235384,26.083494515270964,50.0,7.172573865937335,7.239193995839686,-0.06662012989534194,-0.08845357568856557,0.021833445793223633,44.75554222750097,49.62499017801743,40.021388718828845,7.263606007753433,7.0993622864127985,6.935118565072164,-0.5899999999999999,-0.9530000000000033,-2036791.54,-0.4473676212728206,-0.905038152176596
2018-09-13,7.25,7.23,7.3,7.08,121511.0,7.182,7.220251245587912,7.220251245587912,7.3660012819089395,7.653446012887268,8.961712311206927,7.3660012819089395,7.653446012887268,22.484382333176764,22.079164060084523,21.268727513900032,58.33333333333334,7.1946956185266675,7.240856458018196,-0.04616083948652161,-0.07999502844815679,0.033834188961635175,45.49177300441614,51.412259952722984,40.323138061506775,7.281130900287355,7.12043242487508,6.959733949462805,-0.6100000000000003,-0.8440000000000033,-1915280.54,-0.42576330266472784,-0.8740136752079408
2018-09-14,7.17,7.2,7.25,7.1,86062.3,7.164,7.211114655481019,7.211114655481019,7.347334493155706,7.622255947539703,8.902967645265715,7.347334493155706,7.622255947539703,22.22473034098089,22.12768615371665,21.93359777918814,50.0,7.1876397275190484,7.229955464476935,-0.042315736954310346,-0.07245917014938749,0.030143433195077146,43.79393400210366,46.17036565254485,39.766441176832735,7.281096616546928,7.140469449897836,6.999842283248744,-0.71,-0.7480000000000036,-2001342.84,-0.403904860470361,-0.8432663789364914
2018-09-17,6.97,7.12,7.14,6.96,72682.0,7.1480000000000015,7.167275627211742,7.167275627211742,7.311397874759924,7.580174918666175,8.839591656896346,7.311397874759924,7.580174918666175,16.88367035651957,20.37968088798429,27.37170195091372,50.0,7.1254569482278916,7.189962316095868,-0.06450536786542216,-0.07086840969259442,0.006363041827172261,39.74809555446008,35.355906662632314,38.38402626336432,7.327338948997557,7.131216538244097,6.935094127490636,-0.7999999999999998,-0.7090000000000034,-2074024.84,-0.39152453484347927,-0.8148483219489133
2018-09-18,6.92,6.7,6.94,6.35,127908.0,7.106,7.122316422264153,7.122316422264153,7.274121886687549,7.537582988429648,8.776654225522693,7.274121886687549,7.537582988429648,21.638293898881894,20.79921855828349,19.121067877086674,50.0,7.066754963019923,7.148429652081119,-0.08167468905937181,-0.07302966556594989,-0.008645023493421916,38.77123454135218,33.03460362889913,38.039061377397864,7.364207345728682,7.094511220432622,6.824815095136563,-0.9100000000000001,-0.6980000000000035,-2201932.84,-0.386823153756477,-0.7887660525880191
2018-09-19,6.94,6.89,7.02,6.83,88134.04,7.05,7.089167981852489,7.089167981852489,7.242300754622067,7.499029247240639,8.716436054194082,7.242300754622067,7.499029247240639,29.553734394126405,23.717390503564463,12.044702722440586,58.33333333333334,7.030539259299945,7.116363551760947,-0.0858242924596988,-0.07558859094469968,-0.010235701514999127,39.42089710529901,35.08051201984111,38.270619318539886,7.31615703971178,7.048127190628225,6.78009734154467,-0.5899999999999999,-0.6650000000000034,-2113798.8,-0.3848326520822787,-0.7642644098319051
2018-09-20,7.1,6.91,7.16,6.9,130194.0,7.0200000000000005,7.091137439697491,7.091137439697491,7.22874830180092,7.473285424838017,8.663438150777884,7.22874830180092,7.473285424838017,41.07001096360564,29.501597323578192,6.3647700435232935,58.33333333333334,7.050385185214246,7.113846082259263,-0.0634608970440862,-0.07316305216457698,0.009702155120490788,44.55509420042585,49.80309244659906,40.13813946181272,7.218601479473212,7.0230509744885765,6.827500469503941,0.04999999999999982,-0.5990000000000035,-1983604.7999999998,-0.37546798223503375,-0.739273169711141
2018-09-21,7.11,7.07,7.18,7.02,111640.3,7.007999999999999,7.0945669961161295,7.0945669961161295,7.217438939724642,7.449847655493629,8.612505752391725,7.217438939724642,7.449847655493629,52.216608616259975,37.073267754472106,6.7865860308963875,66.66666666666666,7.067417989438748,7.1132543772962995,-0.045836387856887484,-0.06769771930303908,0.0218613314461516,44.87364416515414,50.64259577900565,40.25601697657842,7.182258707848861,7.020567644398252,6.858876580947642,0.2400000000000002,-0.5530000000000034,-1871964.4999999998,-0.360353510014344,-0.7138141086312277
2018-09-25,7.05,7.04,7.12,7.0,68633.0,7.023999999999999,7.086463905913195,7.086463905913195,7.201492374036581,7.424051032558558,8.561276055591996,7.201492374036581,7.424051032558558,57.686889404304026,43.944474971082755,16.4596461046402,58.33333333333334,7.0624414210276765,7.10352293463533,-0.041081513607178266,-0.06237447816386692,0.02129296455668865,43.247291822965046,45.19988465192891,39.76575897331525,7.184618274997349,7.025319812984161,6.866021350970974,0.0,-0.48000000000000337,-1940597.4999999998,-0.3443447363419394,-0.6886784499969267
2018-09-26,6.92,7.06,7.08,6.88,139684.05,7.023999999999999,7.0561977412017045,7.0561977412017045,7.174683576509287,7.391531611103168,8.507463725900456,7.174683576509287,7.391531611103168,58.45792626953603,48.782292070567166,29.431023672629447,50.0,7.021743872162626,7.075288636999125,-0.05354476483615933,-0.0606085354983254,0.007063770662166069,39.83483630240462,35.32814827675614,38.700187784393705,7.175356494168917,7.01605803215573,6.856759570142542,-0.16999999999999993,-0.40900000000000336,-2080281.5499999998,-0.3340178262654203,-0.6652372698569664
2018-09-27,7.06,6.92,7.49,6.92,271861.75,7.047999999999999,7.056889060983213,7.056889060983213,7.163761331127452,7.370142474902963,8.460005898821754,7.163761331127452,7.370142474902963,59.732184764485986,52.43225630187344,37.832399376648326,58.33333333333334,7.032674194401876,7.07293653899926,-0.040262344597141286,-0.05653929731808858,0.016276952720947292,44.939008895309335,49.56347165815754,40.49209670396706,7.147844652165354,7.011962350154192,6.876080048143031,-0.7400000000000002,-0.4240000000000034,-1808419.7999999998,-0.31969223424616056,-0.6416029822916891
2018-09-28,6.92,6.98,6.98,6.75,169988.7,7.011999999999999,7.032000140804447,7.032000140804447,7.14054596625817,7.341101024909222,8.409513902139071,7.14054596625817,7.341101024909222,56.488123176323995,53.78421192669028,48.376389427422865,50.0,7.000481567429912,7.049407840691681,-0.048926273261596265,-0.055016692506790116,0.006090419245193851,41.13228285369039,39.207281463993525,39.29353259751937,7.154484614504817,6.998844002838602,6.843203391172388,-1.04,-0.46700000000000336,-1978408.4999999998,-0.3096655664598602,-0.619398090574852
2018-10-08,6.64,6.83,6.87,6.61,86149.53,6.9179999999999975,6.960727387930911,6.960727387930911,7.092874921852631,7.295868700721532,8.351497052888611,7.092874921852631,7.295868700721532,46.13828094795868,51.23556826711307,61.43014290542189,41.66666666666667,6.897486833878508,6.986422019046807,-0.08893518516817522,-0.061800391039067135,-0.02713479412910809,34.71608892809883,26.11250524725775,37.007441834449104,7.249624563553799,6.946467838410232,6.643311113266665,-1.0200000000000005,-0.49800000000000344,-2064558.0299999998,-0.3158338489780088,-0.601383771485875
2018-10-09,6.67,6.69,6.75,6.6,54620.03,6.8420000000000005,6.907867862852562,6.907867862852562,7.0526011197714285,7.255490074868531,8.296366001974228,7.0526011197714285,7.255490074868531,40.115579111504616,47.5289052152436,62.35555742272154,41.66666666666667,6.8324905956275055,6.937741708424221,-0.10525111279662713,-0.07049053539057913,-0.034760577406048,35.88506509817431,29.154698997273886,37.41453378474926,7.196652415813149,6.874062893354971,6.551473370896793,-0.9400000000000004,-0.5120000000000035,-2009937.9999999998,-0.32896604305810984,-0.5861781351274908
2018-10-10,6.56,6.69,6.72,6.51,72040.0,6.7700000000000005,6.844619160515733,6.844619160515733,7.005686727412241,7.210619747457657,8.239435969122614,7.005686727412241,7.210619747457657,32.884070284862716,42.647293571783294,62.17374014562446,41.66666666666667,6.7546361397339325,6.87962759943588,-0.12499145970188419,-0.08139072025284014,-0.04360073944904405,33.48661475862767,24.683052427783466,36.51173579075932,7.165173796096103,6.788238788435905,6.4113037807757065,-0.8800000000000008,-0.5090000000000036,-2081977.9999999998,-0.3499877538531537,-0.5742287684282865
2018-10-11,5.9,6.26,6.36,5.9,140489.19,6.537999999999999,6.672870222240144,6.672870222240144,6.900383229563457,7.126063634718455,8.162733150462856,6.900383229563457,7.126063634718455,21.92271352324181,35.73910022226947,63.371873620324784,41.66666666666667,6.510454385524238,6.728915661061129,-0.21846127553684624,-0.10880483130964136,-0.10965644422720489,23.295383315126784,11.729754883307587,31.719758265839147,7.309688850733532,6.627762168457643,5.945835486181754,-1.8599999999999994,-0.6360000000000035,-2222467.19,-0.4067618191037181,-0.5719496951060665
2018-10-12,5.73,5.9,5.99,5.36,119749.0,6.299999999999999,6.501439272741936,6.501439272741936,6.788918160081224,7.035995013123717,8.082971407824731,6.788918160081224,7.035995013123717,20.405439688420987,30.627880044319976,51.07276075611794,41.66666666666667,6.287467418231598,6.5752363285901865,-0.28776891035855545,-0.1445976471194242,-0.14317126323913126,21.460187238055266,10.092661622505968,30.63895984518591,7.210903588730415,6.408407482820998,5.605911376911581,-1.6799999999999997,-0.8090000000000035,-2342216.19,-0.4894029781709275,-0.5785388139391667
2018-10-15,5.45,5.42,5.67,5.41,103481.0,6.062,6.3102684958797655,6.3102684958797655,6.661402144835392,6.93367275421251,7.99664447642064,6.661402144835392,6.93367275421251,15.012077163172677,25.42261241727088,46.24368292546728,33.33333333333333,6.04819101302257,6.40212304726862,-0.35393203424602593,-0.18646452454474455,-0.16746750970128138,18.79916318665575,7.910532052170953,28.94397609510506,7.097893540717587,6.147659885241303,5.19742622976502,-1.67,-1.0000000000000036,-2445697.19,-0.5958440204839932,-0.5944445297705547
2018-10-16,5.61,5.63,6.0,5.48,119575.98,5.85,6.182946951174352,6.182946951174352,6.561268607232021,6.848274512005253,7.9183938378494725,6.561268607232021,6.848274512005253,13.920414509407768,21.58854644798317,36.92481032513399,33.33333333333333,5.922993580730407,6.280257963073447,-0.3572643823430228,-0.22062449610440021,-0.1366398862386226,24.625433531983234,19.8007144880922,31.21302112236434,6.680974337251946,5.912287144695796,5.143599952139645,-1.42,-1.1420000000000035,-2326121.21,-0.7008172128404988,-0.6148300819206809
2018-10-17,5.92,5.83,6.16,5.65,218807.45,5.722,6.135138414597198,6.135138414597198,6.5001954065432574,6.7883858338113665,7.852872728411782,6.5001954065432574,6.7883858338113665,18.043969610340696,20.407020835435677,25.133123285625643,33.33333333333333,5.92213827195029,6.2248336610621475,-0.302695389111844,-0.23703867470588896,-0.06565671440595505,34.55116100259208,38.317430581166036,35.38462622496301,6.121646872339011,5.7667046235154835,5.411762374691956,-1.3600000000000003,-1.2610000000000037,-2107313.76,-0.7807935178638536,-0.6342055421638015
2018-10-18,5.47,5.7,5.76,5.42,141935.98,5.636,6.014204157397707,6.014204157397707,6.402081558301044,6.70332868324289,7.774745753709757,6.402081558301044,6.70332868324289,13.750752823169215,18.188264831346856,27.063288847702133,33.33333333333333,5.792955908535921,6.108705405514125,-0.315749496978194,-0.25278083916035,-0.062968657817844,28.589316178482665,27.32694975616245,32.407628946053684,6.000143241536925,5.651064453868795,5.301985666200665,-1.5899999999999999,-1.3460000000000036,-2249249.7399999998,-0.861777782582418,-0.6571285831154072
2018-10-19,5.51,5.33,5.54,5.23,114651.48,5.5920000000000005,5.922530674234487,5.922530674234487,6.31712140989142,6.626339735936898,7.700491794571732,6.31712140989142,6.626339735936898,13.296962059103956,16.557830573932556,23.079567603589762,41.66666666666667,5.712111363239944,6.016596881588875,-0.30448551834892434,-0.2631217749980649,-0.04136374335085946,29.764513135756452,29.484368447850613,32.931008179273825,5.906481778970488,5.560441318908644,5.2144008588468,-1.5600000000000005,-1.3980000000000037,-2134598.26,-0.9342046086359246,-0.681345762109864
2018-10-22,5.8,5.63,5.92,5.54,174361.0,5.662000000000001,5.900252369828216,5.900252369828216,6.2678717518065215,6.573027494908709,7.6381805881923315,6.2678717518065215,6.573027494908709,17.27172101875366,16.795794055539588,15.843940129111445,41.66666666666667,5.737222402314246,5.983274284421356,-0.24605188210710516,-0.25970779641987296,0.013655914312767803,37.85344361420487,43.95843474686165,36.642417187827306,5.873370937615115,5.52895258734932,5.184534237083525,-1.46,-1.4420000000000037,-1960237.2599999998,-0.9791142849638335,-0.7021961258690812
2018-10-23,5.8,5.73,6.06,5.69,204903.48,5.7,5.882024666223086,5.882024666223086,6.223312537348758,6.5231547533016965,7.5779123721860255,6.223312537348758,6.5231547533016965,19.9215603251868,17.83771614542199,13.670027785892373,41.66666666666667,5.75515885879589,5.955078240664224,-0.19991938186833114,-0.2477501135095646,0.04783073164123347,37.853443614204885,43.95843474686165,36.642417187827306,5.899081425375962,5.544229343516761,5.189377261657561,-1.25,-1.4730000000000036,-1960237.2599999998,-1.0013122035672728,-0.7195692703714007
2018-10-24,5.63,5.6,5.77,5.55,166820.06,5.642,5.836201999637071,5.836201999637071,6.16680658141078,6.465531865991911,7.51404639277009,6.16680658141078,6.465531865991911,19.180745231540453,18.28539250746148,16.494687059303523,41.66666666666667,5.719399184854208,5.905066203638959,-0.18566701878474934,-0.23533349456460156,0.049666475779852226,35.03826986549331,37.46665859402879,35.39231992182603,5.843871688410936,5.56518907323769,5.286506458064443,-1.5,-1.5350000000000035,-2127057.32,-1.014142494145831,-0.7354488018698868
2018-10-25,5.86,5.42,5.94,5.4,222424.92,5.72,5.8405289087939645,5.8405289087939645,6.1375869069907045,6.4264652939924325,7.459815363498938,6.1375869069907045,6.4264652939924325,24.78716348769364,20.452649500872194,11.783621527229315,41.66666666666667,5.759570846324434,5.898132941540657,-0.13856209521622187,-0.21597921469492562,0.07741711947870375,41.46357131386868,49.56023003142489,38.36109258731864,5.867950736328451,5.607796935664641,5.3476431350008315,-1.3599999999999994,-1.4850000000000037,-1904632.4,-1.0047017589690954,-0.746622303204747
2018-10-26,5.8,5.73,5.98,5.73,163592.06,5.7780000000000005,5.833160016285973,5.833160016285973,6.1054357729915925,6.386048178250984,7.405395187646514,6.1054357729915925,6.386048178250984,28.110141512120947,23.005146837955106,12.795157489623435,41.66666666666667,5.771122033088881,5.883035565919018,-0.11191353283013505,-0.1951660783219675,0.08325254549183245,40.32840639578744,46.73109573375546,37.88718683999717,5.811102790312704,5.6559770348758995,5.500851279439095,-1.4500000000000002,-1.4620000000000037,-2068224.46,-0.9819533879821485,-0.7541839942682982
2018-10-29,5.56,5.8,5.84,5.53,133753.91,5.73,5.783494558779433,5.783494558779433,6.0534895088971545,6.3327547473960815,7.344890427395809,6.0534895088971545,6.3327547473960815,25.976936446677108,23.995743374195772,20.033357229233122,41.66666666666667,5.7108014522063435,5.833337786546862,-0.12253633434051725,-0.18064012952567746,0.058103795185160206,36.02471288250331,36.680410446900325,36.029377413386676,5.9012645974533315,5.672179460441214,5.443094323429096,-1.6100000000000003,-1.4560000000000035,-2201978.37,-0.9624120836378536,-0.7612158086026888
2018-10-30,5.63,5.56,5.67,5.46,98078.06,5.6960000000000015,5.7555864571831705,5.7555864571831705,6.013157174716473,6.287415731435045,7.2886645117434865,6.013157174716473,6.287415731435045,26.2665034924156,24.752663413602384,21.724983255975946,50.0,5.687715323004531,5.802055050155037,-0.11433972715050533,-0.16738004905064302,0.05304032190013769,38.125665110506205,41.11318666733288,36.97002328372819,5.897137754099335,5.669243041567714,5.441348329036094,-1.3399999999999999,-1.4480000000000035,-2103900.31,-0.9390467739380348,-0.7663250782981135
2018-10-31,5.64,5.64,5.67,5.59,109872.0,5.6979999999999995,5.7345707376953206,5.7345707376953206,5.977618396172048,6.245646974568268,7.234609937587964,5.977618396172048,6.245646974568268,29.60539760851303,26.370241478572588,19.899929218691724,58.33333333333334,5.674082373574665,5.7771235039773385,-0.10304113040267371,-0.15451226532104917,0.05147113491837546,38.44072127191256,41.81151231438201,37.10787976129542,5.884880463322103,5.659172687647793,5.433464911973482,-1.2800000000000002,-1.4400000000000037,-1994028.31,-0.9110762108894388,-0.7692138463212372
