date,open,close,high,low,volume,MA_5,MA_10,MA_20
2018-01-02,15.99,16.0,16.16,15.68,60926.66,-,-,-
2018-01-03,15.9,15.9,16.17,15.87,32450.8,-,-,-
2018-01-04,15.8,15.67,15.9,15.66,27247.0,-,-,-
2018-01-05,15.66,15.57,15.86,15.54,32086.0,-,-,-
2018-01-08,15.43,15.92,15.97,15.42,34449.27,15.812000000000001,-,-
2018-01-09,15.91,15.9,16.07,15.61,35295.0,15.792000000000002,-,-
2018-01-10,15.95,15.97,16.14,15.82,39732.33,15.806000000000001,-,-
2018-01-11,15.97,16.51,16.88,15.88,164367.23,15.974,-,-
2018-01-12,16.46,16.48,16.65,16.27,126984.25,16.156,-,-
2018-01-15,16.46,16.55,16.6,16.1,71283.63,16.282,16.047000000000004,-
2018-01-16,16.53,16.35,16.65,16.31,42674.63,16.371999999999996,16.082,-
2018-01-17,16.36,16.29,16.36,15.96,63177.8,16.435999999999996,16.121000000000002,-
2018-01-18,16.21,16.18,16.4,16.17,52324.0,16.369999999999997,16.172000000000004,-
2018-01-19,16.24,16.2,16.34,15.81,132477.34,16.313999999999997,16.235000000000003,-
2018-01-23,16.21,17.51,17.72,16.21,208150.48,16.505999999999997,16.394000000000002,-
2018-01-24,17.51,18.19,18.42,17.38,418685.28,16.873999999999995,16.623,-
2018-01-25,17.69,17.63,17.69,17.37,115122.47,17.141999999999996,16.789,-
2018-01-26,17.62,17.58,17.78,17.33,123715.43,17.421999999999997,16.896000000000004,-
2018-01-29,17.37,17.75,18.01,16.98,203155.05,17.731999999999996,17.023000000000003,-
2018-01-30,17.36,17.56,17.98,17.1,227038.05,17.741999999999997,17.124000000000002,16.5855
2018-01-31,17.3,15.8,17.39,15.8,255423.0,17.263999999999996,17.069000000000006,16.575499999999998
2018-02-01,14.22,14.22,14.22,14.22,86745.0,16.581999999999997,16.862000000000005,16.491500000000002
2018-02-02,12.8,15.35,15.64,12.8,510425.75,16.135999999999996,16.779000000000003,16.475500000000004
2018-02-26,14.0,14.05,14.78,13.82,468603.81,15.395999999999995,16.564000000000007,16.399500000000003
2018-05-17,12.81,12.68,13.5,12.65,359405.0,14.419999999999993,16.08100000000001,16.237500000000004
2018-05-18,11.41,11.41,11.41,11.41,43021.0,13.541999999999993,15.40300000000001,16.013000000000005
2018-05-21,10.27,10.8,11.27,10.27,671537.75,12.857999999999993,14.72000000000001,15.754500000000004
2018-05-22,10.32,10.43,10.66,10.28,359262.28,11.873999999999993,14.005000000000013,15.450500000000005
2018-05-23,10.35,10.39,10.55,10.3,191700.12,11.141999999999992,13.26900000000001,15.146000000000004
2018-05-24,10.38,10.07,10.42,10.0,239229.0,10.619999999999994,12.52000000000001,14.822000000000003
2018-05-25,10.07,9.8,10.18,9.7,185828.92,10.297999999999996,11.920000000000012,14.494500000000002
2018-05-28,9.82,8.99,9.82,8.83,354342.97,9.935999999999996,11.397000000000011,14.129500000000002
2018-07-09,8.35,8.6,8.98,8.31,279073.41,9.569999999999997,10.722000000000012,13.750500000000002
2018-07-10,8.4,8.26,8.52,8.02,268783.59,9.143999999999995,10.143000000000011,13.353500000000002
2018-07-11,8.02,7.72,8.02,7.48,267159.62,8.673999999999996,9.647000000000011,12.864000000000004
2018-07-12,7.61,7.87,8.07,7.6,205759.95,8.287999999999993,9.293000000000012,12.348000000000004
2018-07-13,7.8,8.0,8.28,7.6,262773.62,8.089999999999993,9.013000000000012,11.866500000000006
2018-07-16,7.79,7.82,7.9,7.63,179757.56,7.933999999999993,8.752000000000013,11.378500000000006
2018-07-17,7.82,8.32,8.6,7.73,425018.88,7.9459999999999935,8.545000000000012,10.907000000000005
2018-07-18,8.19,8.07,8.26,8.05,261192.0,8.015999999999995,8.345000000000013,10.432500000000005
2018-07-19,8.09,7.57,8.13,7.5,259415.31,7.955999999999994,8.122000000000012,10.021000000000004
2018-07-20,7.63,7.75,7.83,7.53,191328.56,7.905999999999994,7.9980000000000135,9.697500000000003
2018-07-23,7.73,7.65,7.73,7.55,146997.52,7.871999999999995,7.903000000000015,9.312500000000004
2018-07-24,7.62,7.93,8.17,7.62,264481.91,7.793999999999994,7.870000000000014,9.006500000000004
2018-07-25,7.93,8.28,8.4,7.87,325777.97,7.835999999999994,7.926000000000014,8.786500000000004
2018-07-26,8.54,9.11,9.11,8.41,635016.19,8.143999999999995,8.050000000000015,8.671500000000005
2018-07-27,9.11,8.79,9.51,8.76,547844.75,8.351999999999993,8.129000000000014,8.571000000000003
2018-07-30,8.64,8.22,8.72,8.08,293510.53,8.465999999999994,8.169000000000015,8.460500000000003
2018-07-31,8.26,8.3,8.5,8.2,197189.23,8.539999999999994,8.167000000000012,8.356000000000003
2018-08-01,8.2,7.98,8.29,7.9,189384.72,8.479999999999993,8.158000000000012,8.251500000000004
2018-08-02,7.92,7.68,8.09,7.28,181797.59,8.193999999999992,8.169000000000015,8.145500000000002
2018-08-03,7.67,7.48,7.77,7.43,118475.5,7.931999999999992,8.142000000000014,8.070000000000002
2018-08-06,7.54,7.78,7.78,7.45,178401.92,7.843999999999992,8.155000000000014,8.029000000000002
2018-08-07,7.75,8.01,8.12,7.57,198072.14,7.7859999999999925,8.163000000000014,8.016500000000002
2018-08-08,7.89,7.81,8.1,7.78,164678.31,7.751999999999993,8.116000000000014,8.021000000000003
2018-08-09,7.61,7.86,7.99,7.53,157428.52,7.787999999999992,7.991000000000014,8.020500000000002
2018-08-10,7.86,7.88,8.01,7.8,115206.63,7.867999999999992,7.900000000000015,8.014500000000002
2018-08-13,7.73,7.77,7.81,7.6,111660.6,7.865999999999991,7.855000000000014,8.012000000000004
2018-08-14,7.74,7.83,7.94,7.69,103615.21,7.829999999999991,7.808000000000014,7.987500000000004
2018-08-15,7.83,7.53,7.83,7.51,124980.22,7.773999999999991,7.763000000000014,7.960500000000005
2018-08-16,7.38,7.05,7.38,6.79,151898.06,7.61199999999999,7.700000000000014,7.934500000000005
2018-08-17,7.14,6.87,7.22,6.82,110989.5,7.4099999999999895,7.6390000000000144,7.890500000000006
2018-08-20,6.98,7.05,7.27,6.93,117465.97,7.2659999999999885,7.566000000000014,7.860500000000006
2018-08-21,7.03,7.09,7.09,6.91,101210.53,7.11799999999999,7.4740000000000135,7.818500000000006
2018-08-22,7.8,7.8,7.8,7.63,212065.56,7.171999999999988,7.473000000000013,7.794500000000006
2018-08-23,7.9,7.96,8.36,7.83,468164.59,7.353999999999989,7.483000000000013,7.737000000000006
2018-08-24,7.68,7.66,7.85,7.61,234144.23,7.511999999999991,7.461000000000013,7.6805000000000065
2018-08-27,7.61,7.61,7.67,7.41,200965.52,7.623999999999991,7.445000000000013,7.6500000000000075
2018-08-28,7.59,7.44,7.59,7.37,173369.44,7.693999999999991,7.406000000000013,7.607000000000006
2018-08-29,7.48,7.76,8.18,7.48,353462.41,7.685999999999991,7.429000000000014,7.596000000000006
2018-08-30,7.58,7.41,7.65,7.4,195081.58,7.575999999999992,7.465000000000013,7.582500000000006
2018-08-31,7.48,7.12,7.52,7.12,157787.0,7.467999999999992,7.4900000000000135,7.564500000000007
2018-09-03,6.91,7.03,7.08,6.89,116882.36,7.351999999999992,7.488000000000014,7.527000000000006
2018-09-04,7.08,7.28,7.37,7.06,168548.41,7.319999999999993,7.507000000000014,7.490500000000007
2018-09-05,7.23,7.06,7.29,7.04,135919.41,7.179999999999994,7.433000000000014,7.453000000000007
2018-09-06,7.01,7.07,7.25,6.98,123636.4,7.111999999999995,7.344000000000015,7.413500000000006
2018-09-07,7.07,7.26,7.3,7.06,165266.05,7.139999999999995,7.304000000000016,7.382500000000006
2018-09-10,7.19,7.05,7.28,7.02,118216.0,7.143999999999994,7.248000000000016,7.346500000000006
2018-09-11,7.07,7.13,7.23,6.95,110371.4,7.1139999999999946,7.217000000000016,7.311500000000005
2018-09-12,7.14,7.22,7.23,7.1,122472.0,7.145999999999994,7.163000000000015,7.296000000000005
2018-09-13,7.23,7.25,7.3,7.08,121511.0,7.181999999999993,7.147000000000015,7.3060000000000045
2018-09-14,7.2,7.17,7.25,7.1,86062.3,7.163999999999994,7.152000000000015,7.321000000000003
