date,open,close,high,low,volume,MA_5,MA_10,MA_20
2017-05-26,5.65,5.7,5.72,5.64,1400200.5,-,-,-
2017-05-31,5.65,5.65,5.66,5.62,1865486.0,-,-,-
2017-06-01,5.64,5.65,5.66,5.59,1208877.12,-,-,-
2017-06-02,5.61,5.64,5.66,5.6,1557976.75,-,-,-
2017-06-05,5.56,5.61,5.65,5.55,2414575.5,5.65,-,-
2017-06-06,5.6,5.57,5.61,5.54,1594083.38,5.6240000000000006,-,-
2017-06-07,5.54,5.59,5.61,5.53,1546208.38,5.612,-,-
2017-06-08,5.54,5.57,5.59,5.51,1615658.25,5.596000000000001,-,-
2017-06-09,5.51,5.52,5.56,5.5,1248745.5,5.572,-,-
2017-06-12,5.55,5.54,5.57,5.53,1164306.75,5.558,5.604,-
2017-06-13,5.54,5.61,5.66,5.5,2165359.0,5.566,5.595,-
2017-06-14,5.57,5.52,5.58,5.5,1676489.5,5.551999999999999,5.582,-
2017-06-15,5.6,5.59,5.64,5.57,1355874.5,5.555999999999999,5.576,-
2017-06-16,5.7,5.66,5.71,5.63,1680326.12,5.584,5.578,-
2017-06-19,5.69,5.72,5.8,5.56,3942109.0,5.62,5.589,-
2017-06-20,5.8,5.81,5.83,5.74,1850456.88,5.660000000000001,5.613,-
2017-06-21,5.73,5.8,5.84,5.71,2119529.75,5.716,5.634,-
2017-06-22,5.71,5.71,5.76,5.7,1840006.12,5.74,5.648000000000001,-
2017-06-23,5.79,5.73,5.8,5.71,2259720.25,5.754,5.669000000000001,-
2017-06-26,5.82,5.81,5.84,5.74,2091668.12,5.772,5.6960000000000015,5.65
2017-06-27,5.84,5.81,5.85,5.79,1831041.12,5.772,5.716000000000002,5.6555
2017-06-28,5.99,5.83,6.0,5.81,2731242.5,5.7780000000000005,5.747000000000002,5.664499999999999
2017-06-29,5.94,5.98,6.01,5.94,1845142.25,5.832000000000001,5.786000000000001,5.680999999999999
2017-06-30,6.01,5.94,6.03,5.93,2164784.0,5.8740000000000006,5.814000000000002,5.696
2017-07-03,5.99,6.01,6.08,5.96,3642939.0,5.914000000000001,5.843000000000002,5.715999999999999
2017-07-04,5.78,6.0,6.03,5.75,5512072.5,5.952000000000002,5.862000000000002,5.7375
2017-07-05,5.81,5.81,5.93,5.8,4734974.5,5.948000000000002,5.863000000000002,5.7485
2017-07-06,5.72,5.73,5.74,5.7,1536137.62,5.898000000000002,5.865000000000003,5.7565
2017-07-07,5.75,5.73,5.79,5.71,2171263.5,5.8560000000000025,5.865000000000002,5.767
2017-07-10,5.75,5.75,5.79,5.7,2412363.0,5.804000000000004,5.859000000000002,5.7775
2017-07-11,5.81,5.78,5.82,5.76,2408015.75,5.760000000000003,5.856000000000002,5.786
