date,open,close,high,low,volume,MA_5,MA_10,MA_20
2018-05-02,3.67,3.67,3.69,3.66,1659859.0,-,-,-
2018-05-03,3.65,3.67,3.69,3.64,2275406.75,-,-,-
2018-05-04,3.6,3.65,3.66,3.6,3123310.75,-,-,-
2018-05-07,3.62,3.61,3.64,3.6,2896358.5,-,-,-
2018-05-08,3.6,3.62,3.64,3.59,2466123.75,3.6439999999999997,-,-
2018-05-09,3.6,3.61,3.63,3.58,2555841.75,3.6319999999999992,-,-
2018-05-10,3.58,3.58,3.61,3.58,2274710.75,3.6139999999999985,-,-
2018-05-11,3.63,3.6,3.63,3.59,1894966.12,3.603999999999999,-,-
2018-05-14,3.61,3.65,3.67,3.58,3135705.0,3.611999999999999,-,-
2018-05-15,3.6,3.59,3.62,3.58,2393865.75,3.605999999999999,3.625,-
2018-05-16,3.64,3.61,3.64,3.61,2456114.0,3.605999999999999,3.6189999999999998,-
2018-05-17,3.67,3.66,3.68,3.64,2757619.5,3.6219999999999986,3.6179999999999994,-
2018-05-18,3.71,3.65,3.72,3.62,6101232.0,3.631999999999998,3.6179999999999994,-
2018-05-21,3.73,3.76,3.78,3.72,2927607.0,3.6539999999999977,3.632999999999999,-
2018-05-22,3.73,3.74,3.76,3.72,3247171.5,3.6839999999999984,3.6449999999999996,-
2018-05-23,3.73,3.72,3.74,3.71,2629237.25,3.705999999999998,3.6559999999999997,-
2018-05-24,3.77,3.74,3.77,3.73,3066191.75,3.7219999999999978,3.6719999999999997,-
2018-05-25,3.78,3.77,3.79,3.74,3298604.5,3.7459999999999978,3.689,-
2018-05-28,3.78,3.77,3.8,3.76,3018971.25,3.7479999999999976,3.7010000000000005,-
2018-05-29,3.85,3.78,3.86,3.77,3284562.75,3.7559999999999976,3.72,3.6724999999999994
2018-05-30,3.84,3.85,3.87,3.83,2509753.75,3.781999999999998,3.7440000000000007,3.681499999999999
2018-05-31,3.87,3.84,3.87,3.83,2451283.5,3.8019999999999983,3.7620000000000005,3.689999999999999
2018-06-01,3.87,3.88,3.92,3.85,5028800.0,3.823999999999998,3.785000000000001,3.7014999999999985
2018-06-04,3.76,3.89,3.89,3.76,7571675.0,3.847999999999998,3.798000000000001,3.7154999999999987
2018-06-05,3.77,3.78,3.83,3.77,5508004.5,3.847999999999998,3.802000000000001,3.7234999999999987
2018-06-06,3.73,3.74,3.75,3.72,2221906.0,3.825999999999998,3.804000000000001,3.729999999999998
2018-06-07,3.77,3.73,3.79,3.73,2773195.25,3.8039999999999976,3.803000000000001,3.7374999999999985
2018-06-08,3.77,3.77,3.79,3.75,2557502.75,3.781999999999998,3.803000000000001,3.7459999999999987
2018-06-11,3.78,3.78,3.8,3.76,2700147.0,3.759999999999998,3.8040000000000007,3.7524999999999986
2018-06-12,3.8,3.79,3.85,3.77,6278431.5,3.761999999999998,3.8050000000000006,3.7624999999999984
2018-06-13,3.75,3.79,3.79,3.74,6759445.5,3.771999999999997,3.7990000000000004,3.7714999999999987
2018-06-14,3.72,3.74,3.75,3.7,4463714.0,3.7739999999999974,3.789,3.7754999999999987
2018-06-15,3.78,3.75,3.79,3.73,4958621.0,3.7699999999999974,3.776,3.7804999999999986
2018-06-19,3.73,3.77,3.78,3.72,5872666.5,3.767999999999997,3.7640000000000002,3.780999999999998
2018-06-20,3.67,3.73,3.74,3.66,3901971.0,3.7559999999999976,3.7589999999999995,3.7804999999999986
2018-06-21,3.68,3.67,3.69,3.66,2068651.0,3.731999999999998,3.752,3.7779999999999987
2018-06-22,3.67,3.69,3.71,3.67,2628925.0,3.7219999999999986,3.7479999999999998,3.7754999999999987
2018-06-25,3.68,3.67,3.68,3.65,2464385.75,3.7059999999999986,3.7379999999999995,3.7704999999999993
2018-06-26,3.69,3.66,3.7,3.66,3398433.25,3.683999999999999,3.725999999999999,3.7649999999999992
2018-06-27,3.72,3.72,3.73,3.69,2285460.0,3.6819999999999986,3.718999999999999,3.761999999999999
2018-06-28,3.73,3.71,3.74,3.71,2517453.5,3.689999999999999,3.7109999999999994,3.754999999999999
2018-06-29,3.73,3.73,3.75,3.71,2390197.75,3.697999999999999,3.7099999999999986,3.749499999999999
2018-07-02,3.76,3.74,3.77,3.73,2402697.25,3.711999999999999,3.7089999999999987,3.742499999999999
2018-07-03,3.72,3.75,3.76,3.7,3747890.75,3.729999999999999,3.7069999999999985,3.735499999999999
2018-07-04,3.7,3.71,3.74,3.7,2742606.25,3.7279999999999993,3.704999999999999,3.7319999999999984
2018-07-05,3.7,3.7,3.73,3.69,2997456.0,3.725999999999999,3.7079999999999993,3.729999999999999
2018-07-06,3.74,3.71,3.74,3.69,3671297.25,3.721999999999999,3.7099999999999995,3.7289999999999983
2018-07-09,3.72,3.74,3.78,3.71,4519019.0,3.7219999999999986,3.7169999999999996,3.7274999999999983
2018-07-10,3.69,3.71,3.72,3.68,4308453.0,3.7139999999999986,3.722,3.723999999999998
2018-07-11,3.77,3.69,3.77,3.69,5567635.5,3.7099999999999986,3.719,3.7189999999999976
2018-07-12,3.84,3.8,3.85,3.79,5300423.5,3.729999999999999,3.7279999999999993,3.7194999999999974
2018-07-13,3.84,3.85,3.86,3.82,5403515.5,3.757999999999999,3.7399999999999998,3.724999999999997
2018-07-16,3.85,3.84,3.86,3.82,4608604.0,3.7779999999999987,3.749999999999999,3.729499999999997
